Var1_1,Var1
2HCO3_NAt,-50
2OXOADOXm,0.00432884560120514
34HPPOR,0
3SALAASPm,0
3SALATAi,0
3SALATAim,-0
4MOPt2im,2.00261907186916
5MTHFt,-0
AACOAT,-5.36426091413595e-14
AASAD3m,0.00432884560120514
ABUTD,0
ACACT10m,-0
ACACT1r,5.36426091413595e-14
ACACt2,-100
ACACt2m,-100
ACETONEt2,-0
ACETONEt2m,-0
ACITL,0.15995969673705
ACOAD10m,-0
ACOAD9m,-0
ACONT,100
ACONTm,0.0593339048113386
ACS,0
ACt2m,-2.56139037275392e-14
ACYP,0
ADK1,0.0435712671344466
ADK1m,1.36002880006836
ADK3m,-1.36002880006836
ADMDC,0
ADNK1,0.00164696721152333
ADPT,0
AHC,0.00164696721152333
AKGDm,0.192518307646395
AKGMALtm,-100
ALAASNNaEx,0
ALACYSNaEx,0
ALAGLNexR,75.0260006568064
ALAGLNNaEx,100
ALAGLYexR,-100
ALASERNaEx,0
ALAt2r,-75.0158836078716
ALAt4,0
ALATHRNaEx,0
ALAtN1,-100
ARGLYSex,0
ARGN,0
ARGNm,0
ARGtiDF,100
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0.00988176790448789
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASPGLUm,0
ASPTA,-0.0327718572381553
ASPTAm,0
ATP1ter,0.000721474266867523
ATPS4m,0.808531852738654
ATPtm,0
CATm,0.00190167242271655
CATp,0
CBPS,0.00406746545776559
CHOLt4,0.00608091655867867
CITtam,-100
CITtbm,0
CKc,-0
CO2t,-0.522378575037486
CO2ter,-0.00541105700150642
CO2tm,-100
COAtm,0.00268187838968183
CSm,0
CTPS1,0.00171440760303228
CTPS2,0
CYOR_u10m,0.760668969086621
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSSERNaEx,0
CYSt4,0
CYSTGL,0.00164696721152333
CYSTHRNaEx,0
CYSTS,0.00164696721152333
D_3AIBt,-4.13582014207138e-26
D3AIBTm,-0.905711912171716
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DPGase,0
DPGM,0
DTTPtn,0.000462958660240319
ECOAH12m,0
ECOAH1m,-0.00432884560120514
ECOAH9m,-0
ENO,0.80318185054667
EX_3aib_D_e,-4.13582014207138e-26
EX_ala_L_e,0
EX_arg_L_e,-0.0127051049024461
EX_asn_L_e,0
EX_asp_L_e,-0
EX_chol_e,-0.00608091655867867
EX_cit_e,-0.00066542381668161
EX_co2_e,0.522378575037486
EX_glc_e,-0.424470755910901
EX_gln_L_e,0
EX_gly_e,0
EX_his_L_e,-0.227246942235745
EX_ile_L_e,-0.0101170489347118
EX_lac_L_e,0.477256001417399
EX_leu_L_e,-0.0192929737485449
EX_lys_L_e,-0.0252687511966149
EX_met_L_e,-0.00705839554187647
EX_nh4_e,0.410400458249163
EX_o2_e,-0.381122735676968
EX_orn_e,0.049829917907678
EX_phe_L_e,-0.00917592481384303
EX_pi_e,-0.0439021741838578
EX_ser_L_e,0
EX_succ_e,0.194165274857918
EX_thr_L_e,-0.0110581730555756
EX_trp_L_e,-0.000470562060435236
EX_tyr_L_e,-0.00564670936057077
EX_val_L_e,-0.0124698238722296
FBA,0.407219707702352
FDH,0.000721474266867523
FKYNH,0
FORtr,-0.000721474266867522
FTCD,0.222776638026247
FTHFDH,0.156310224412828
FUM,-1.35025299128418
FUMAC,0
FUMm,1.35660579128786
G3PD1,-0.00989442844992873
G5SADrm,0.0145873531441882
G5SDym,0
G6PDA,0
G6PDH2r,-100
G6PDH2rer,0.00396810846777137
G6PPer,0
G6Pter,0.00324663420090385
GAPD,0.80318185054667
GCC2am,0
GCC2bim,0
GCC2cm,0
GCCam,0
GCCbim,0
GCCcm,0
GF6PTA,0
GHMT2r,-0.0580233504845785
GHMT2rm,0.0397120641128457
GK1,0.00162730446493344
GLCt1r,100
GLCt4,-99.5755292440891
GLCURter,0
GLNALANaEx,0
GLNASNNaEx,0
GLNCYSNaEx,0
GLNS,0.957051272685834
GLNSERNaEx,0
GLNt4,0
GLNTHRNaEx,0
GLU5Km,0
GLUDxm,-0.904621228422919
GLUDym,0.945980259747288
GluForTx,0.222776638026247
GLUNm,-0
GLUPRT,0.00399005223430279
GLUt2m,1.22926833563477
GLYt4,0
GLYtm,-0.0827180626487381
GMPS2,0
GND,0
GNDer,0.00396810846777137
GNMT,0.00164696721152333
GTHO,99.8071606728762
GTHOm,0
GTHP,0
GTHPm,0
GTHRDt,-100
GTHS,-0
GULNDer,0
GULNter,0
H2CO3D,99.7867005276308
H2Oter,-0.00324663420090385
HACD1m,-0.00432884560120514
HACD9m,-0
HEX1,0.4244707559109
HGNTOR,0
HIBDm,-0
HISD,0.222776638026247
HISt4,0
HMGCOASim,0.00432884560120514
HMGCOAtm,-0.00432884560120514
HOMt4,0
Htr,-0.00288589706747009
ICDHxm,0
ICDHy,0
ICDHyrm,0.0593339048113678
ILETA,0
ILETAm,0
IZPN,0.222776638026247
LDH_L,-0.477256001417399
LEUt4,0
LEUt5m,-2.00261907186916
LEUTA,2.00261907186916
LEUTAm,-2.00261907186916
LEUtec,75.0523520260967
L_LACt2r,75.0158836078716
L_LACt4r,-75.4931396092891
LYStiDF,100
LYStm,0.00432884560120514
MACACI,0
MCCCrm,-0
MDH,-0.127187839498895
MDHm,-99.422393182585
ME2,0
ME2m,99.5559338220876
METAT,0.00164696721152333
METS,-0
METt4,0
MGCHrm,-0
MMEm,-0.00164696721152333
