Var1,pdx861_cluster_4
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.0143912092303815
25VITD3Hm,0.0143912092303815
2AMACHYD,0.00480930998117449
2AMACSULT,0.0128634868879576
2AMADPTm,0.110339512836726
2DR1PP,NaN
2HBO,1.9373234486323
2HBt2,0.327707814423159
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.293707732979342
2OXOADPTm,0.110339512836726
34DHOXPEGOX,0.950139390591657
34DHOXPEGt,NaN
34DHPHAMT,0.612082690952081
34DHPHEt,0.0410651985668944
34DHPLACOX,0.0383261409217928
34DHPLACOX_NADP,0.0383261409217928
34DHXMANDACOX,0.0383261409217928
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.238102448344544
3AIBtmi,0.238102448344544
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.65378401406843
3HAO,0.437787791407856
3HBCDm,0.255195345327435
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3M4HDXPAC,0.0383261409217928
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0383261409217928
3MOX4HOXPGALDOX_NADP,0.0383261409217928
3MOXTYROX,0.299164835119624
3SALAASPm,0.177371323440896
3SALACBOXL,0.509068840151854
3SALAOX,NaN
3SALATAi,0.394973839734595
3SALATAim,0.550349907516723
