Var1,PDX-3776_cluster_4
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.00115970673336499
25VITD3Hm,0.00115970673336499
2AMACHYD,0.00281438698479231
2AMACSULT,NaN
2AMADPTm,0.154421252900384
2DR1PP,NaN
2HBO,1.98542790827544
2HBt2,0.293921861095705
2HCO3_NAt,0.000831630458866341
2MCITt,NaN
2OXOADOXm,NaN
2OXOADPTm,0.154421252900384
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.109202009315292
34DHPLACOX,0.000848017902909845
34DHPLACOX_NADP,0.000848017902909845
34DHXMANDACOX,0.000848017902909845
34DHXMANDACOX_NADP,0.000848017902909845
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.0395723320543766
3AIBtmi,0.0395723320543766
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,0.770474352482436
3HAO,0.126246543142243
3HBCDm,0.0777004062859476
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3M4HDXPAC,0.000848017902909845
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.000848017902909845
3MOX4HOXPGALDOX_NADP,0.000848017902909845
3MOXTYROX,0.120673609303608
3SALAASPm,0.0595176722179504
3SALACBOXL,0.214765392648785
3SALAOX,NaN
3SALATAi,0.101123288557257
3SALATAim,NaN
3SPYRSP,NaN
