Var1,PDX-3686_cluster_6
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,NaN
2AMACSULT,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HBO,1.65600191859099
2HBt2,0.122287567740736
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.121620607920564
2OXOADPTm,NaN
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.0190908060624049
34DHPLACOX,0.00306393206119538
34DHPLACOX_NADP,NaN
34DHXMANDACOX,0.00306393206119538
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.0289829725113053
3AIBtmi,0.0289829725113053
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.71272600614108
3HAO,0.0990339614665851
3HBCDm,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.108689749971605
3HLYTCL,0.000789409360060325
3M4HDXPAC,0.00306393206119538
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.00306393206119538
3MOX4HOXPGALDOX_NADP,0.00306393206119538
3MOXTYROX,NaN
3SALAASPm,0.0730369006140301
3SALACBOXL,NaN
3SALAOX,NaN
3SALATAi,0.115380999524719
3SALATAim,0.216832188316263
3SPYRSP,NaN
3SPYRSPm,NaN
41R1H2MAE12BOOX,NaN
