Var1,PDX-3360_cluster_2
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,0.000115306888307844
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.00206146487167903
25VITD3Hm,0.00206146487167903
2AMACHYD,0.000582569986581802
2AMACSULT,NaN
2AMADPTm,0.00357987841325147
2DR1PP,NaN
2HBO,1.70856082473482
2HBt2,0.134555402877075
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,NaN
2OXOADPTm,0.00357987841325147
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.0211062309997422
34DHPLACOX,0.00404614089855126
34DHPLACOX_NADP,0.00404614089855126
34DHXMANDACOX,0.00404614089855126
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.0457620935887098
3AIBtmi,0.0457620935887098
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,0.884146809663091
3HAO,0.0500294451521976
3HBCDm,0.0348827585897275
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3M4HDXPAC,0.00404614089855126
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.00404614089855126
3MOX4HOXPGALDOX_NADP,0.00404614089855126
3MOXTYROX,0.0546152421832085
3SALAASPm,0.113891936306443
3SALACBOXL,0.000863733057464872
3SALAOX,NaN
3SALATAi,0.0951238923732723
3SALATAim,NaN
3SPYRSP,NaN
