Var1,pdx1058_cluster_0
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,0.00543368143141642
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.013980930522733
24_25VITD3Hm,0.013980930522733
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.017502405636706
25VITD3Hm,0.017502405636706
2AMACHYD,NaN
2AMACSULT,0.102225695819689
2AMADPTm,0.111101991420902
2DR1PP,NaN
2HBO,1.76752244962281
2HBt2,0.285057600875739
2HCO3_NAt,0.0101471613739826
2MCITt,NaN
2OXOADOXm,0.341334065700543
2OXOADPTm,0.111101991420902
34DHOXPEGOX,0.72508525633773
34DHOXPEGt,NaN
34DHPHAMT,0.928246005747251
34DHPHEt,0.126684055083937
34DHPLACOX,0.0158982330745394
34DHPLACOX_NADP,0.0158982330745394
34DHXMANDACOX,0.0158982330745394
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.125697806459049
3AIBtmi,0.125697806459049
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.61416781733281
3HAO,0.126805038765224
3HBCDm,0.450197185302106
3HBCOAHLm,NaN
3HKYNAKGAT,0.096229718020727
3HLYTCL,0.0113651698405955
3M4HDXPAC,0.0158982330745394
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0158982330745394
3MOX4HOXPGALDOX_NADP,0.0158982330745394
3MOXTYROX,0.0835363803923818
3SALAASPm,0.203330139095145
3SALACBOXL,0.203948742723138
3SALAOX,NaN
3SALATAi,0.101245000370311
