Var1,pdx856_cluster_2
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.00307514417633654
24_25VITD3Hm,0.00307514417633654
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.00435040962690985
25VITD3Hm,0.00435040962690985
2AMACHYD,NaN
2AMACSULT,0.0157667805873657
2AMADPTm,0.204486524739129
2DR1PP,NaN
2HBO,1.85835937389028
2HBt2,0.688344415620589
2HCO3_NAt,0.00336838647211831
2MCITt,NaN
2OXOADOXm,0.319270741707713
2OXOADPTm,0.204486524739129
34DHOXPEGOX,1.06048759785584
34DHOXPEGt,NaN
34DHPHAMT,0.931984667334262
34DHPHEt,0.110061990447853
34DHPLACOX,0.0209512192342805
34DHPLACOX_NADP,0.00909972157086164
34DHXMANDACOX,0.0209512192342805
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.177355991574127
3AIBtmi,0.177355991574127
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.78598335059669
3HAO,0.311377692092868
3HBCDm,0.0257181033410514
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,0.00564907756718108
3M4HDXPAC,0.0209512192342805
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0209512192342805
3MOX4HOXPGALDOX_NADP,0.0209512192342805
3MOXTYROX,0.0567200402199924
3SALAASPm,0.294718258375322
3SALACBOXL,0.635302587636443
3SALAOX,NaN
3SALATAi,0.495892346569573
