Var1,pdx856_cluster_3
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,0.016732068304832
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.043757816409146
25VITD3Hm,0.043757816409146
2AMACHYD,NaN
2AMACSULT,0.0284454570816752
2AMADPTm,0.217744299519832
2DR1PP,NaN
2HBO,1.93526996596406
2HBt2,0.790617608481948
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.326549276631894
2OXOADPTm,0.217744299519832
34DHOXPEGOX,1.16510487657444
34DHOXPEGt,NaN
34DHPHAMT,0.830076012556198
34DHPHEt,0.15023705959071
34DHPLACOX,0.0224455760887615
34DHPLACOX_NADP,0.0224455760887615
34DHXMANDACOX,0.0224455760887615
34DHXMANDACOX_NADP,0.0224455760887615
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.159499022181815
3AIBtmi,0.159499022181815
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.64806314739061
3HAO,0.399733331586302
3HBCDm,0.0117579670171361
3HBCOAHLm,NaN
3HKYNAKGAT,0.0130759005568068
3HLYTCL,0.00354008860876681
3M4HDXPAC,0.0224455760887615
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0224455760887615
3MOX4HOXPGALDOX_NADP,0.0224455760887615
3MOXTYROX,0.0161974639604084
3SALAASPm,0.346763059582351
3SALACBOXL,0.609220288628845
3SALAOX,NaN
3SALATAi,0.526790773052827
