Var1,PDX-3686_cluster_2
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,NaN
2AMACSULT,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HBO,1.40151095116904
2HBt2,0.101419768834469
2HCO3_NAt,0.00215596056312596
2MCITt,NaN
2OXOADOXm,0.152239739450566
2OXOADPTm,NaN
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.0201706114575404
34DHPLACOX,NaN
34DHPLACOX_NADP,NaN
34DHXMANDACOX,NaN
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.056299249034956
3AIBtmi,0.056299249034956
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,0.711708473844813
3HAO,0.00280828814987743
3HBCDm,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.0639256387265451
3HLYTCL,0.129323785030924
3M4HDXPAC,NaN
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,NaN
3MOX4HOXPGALDOX_NADP,NaN
3MOXTYROX,NaN
3SALAASPm,0.0644674663081628
3SALACBOXL,NaN
3SALAOX,NaN
3SALATAi,0.130336811014135
3SALATAim,0.153386326899769
3SPYRSP,NaN
3SPYRSPm,NaN
41R1H2MAE12BOOX,NaN
41R2A1H12BOOX,NaN
