Var1,PDX-352_cluster_0
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.0400365637002227
24_25VITD3Hm,0.0400365637002227
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,0.0387527279754324
2AMACSULT,NaN
2AMADPTm,0.0113142882342389
2DR1PP,NaN
2HBO,2.81651799581641
2HBt2,0.181526470287093
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.186869966117286
2OXOADPTm,0.0113142882342389
34DHOXPEGOX,0.00568210775015122
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,NaN
34DHPLACOX,0.000692917758067574
34DHPLACOX_NADP,NaN
34DHXMANDACOX,0.000692917758067574
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,NaN
3AIBtmi,NaN
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,2.02599282735567
3HAO,0.0847444877986064
3HBCDm,0.0781133435578976
3HBCOAHLm,NaN
3HKYNAKGAT,0.0707896068067433
3HLYTCL,NaN
3M4HDXPAC,0.000692917758067574
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.000692917758067574
3MOX4HOXPGALDOX_NADP,0.000692917758067574
3MOXTYROX,0.00262098022529324
3SALAASPm,0.0551738195313976
3SALACBOXL,0.000883523547046797
3SALAOX,NaN
3SALATAi,0.082028007266173
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
