Var1,PDX-3360_cluster_5
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.0104673127053489
25VITD3Hm,0.0104673127053489
2AMACHYD,0.0281493811750076
2AMACSULT,NaN
2AMADPTm,0.00182217926206723
2DR1PP,NaN
2HBO,1.55414542597784
2HBt2,0.132053646508237
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,NaN
2OXOADPTm,0.00182217926206723
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.0520813346669917
34DHPLACOX,0.0212711372583265
34DHPLACOX_NADP,0.0212711372583265
34DHXMANDACOX,0.0212711372583265
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBTm,0.0696290799114905
3AIBtmi,0.0696290799114905
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,0.644511172049482
3HAO,0.0416490288556252
3HBCDm,0.0667864129235837
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3M4HDXPAC,0.0212711372583265
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0212711372583265
3MOX4HOXPGALDOX_NADP,0.0212711372583265
3MOXTYROX,0.0474443917595585
3SALAASPm,0.079165365022253
3SALACBOXL,NaN
3SALAOX,NaN
3SALATAi,0.250662504367425
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
