Var1_1,Var1
10FTHFtm,-12.5077874865247
2HBO,0
2HBt2,-100
2OXOADOXm,-0
34DHOXPEGOX,-0
34DHPHAMT,-0
34HPPOR,0
3DSPHR,0.0559211999104538
3HPCOAHYD,-0
3MOBt2im,0
3MOPt2im,0
3NTD7l,-0
3SALAASPm,0
3SALATAi,0
3SALATAim,-0
4MOPt2im,85.8959191062576
5ADTSTSTERONEGLCte,-0
5HOXINDACTOXm,-0
5HTRPVESSEC,-0
ABTD,-4.74124269505584e-23
ABUTD,0
ACACT10m,0
ACACT1r,0
ACACT1rm,3.64993781874541e-24
ACACT1x,0
ACACt2,36.4815440372276
ACACt2m,-91.8235271587535
ACCOAC,0
ACCOACm,0
ACCOAgt,0
ACCOAtr,0
ACETONEt2,-0
ACETONEt2m,-0
ACGAM6PSi,0
ACGAMK,-0
ACGAMPM,0
ACITL,4.32697915418023e-25
ACNAM9PL,0
ACNAM9PL2,0
ACNAMlt,0
ACNAMPH,0
ACOAD10m,0
ACOAD1fm,0
ACOAD8m,0
ACOAD9m,5.23167750632
ACOAO7p,-0
ACONT,-100
ACONTm,100
ACP1_FMN,0
ACRNtm,0
ACS,-7.66709989323219e-25
ACYP,0
ADA,0
ADAe,0
ADEt,1
ADK1,23.8134954189809
ADK1m,100
ADK3m,-100
ADKd,100
ADMDC,0.531267389427222
ADNK1,0.360823819118082
ADPGLC,-0
ADPMAN,-0
ADPRDP,-0
ADPT,0
ADRNCPT1,0
ADRNLPVESSEC,-0
ADRNt,100
ADSELK,0
ADSK,0
ADSL1,0
ADSL2,0
ADSS,0
AG13T10g,0
AG13T11g,0
AG13T12g,0
AG13T13g,0
AG13T14g,0
AG13T15g,0
AG13T16g,0
AG13T17g,0
AG13T18g,0
AG13T1g,0
AG13T2g,0
AG13T3g,0
AG13T4g,0
AG13T5g,0
AG13T6g,0
AG13T7g,0
AG13T8g,0
AG13T9g,0
AGPAT1,0
AGPRim,-0
AHANDROSTANGLCte,-0
AHC,0.364631885376037
AHEXASE2ly,0
AHEXASEly,0
AICART,-4.08066228832597e-23
AIRCr,-4.08035943211543e-23
AKGDm,0
AKGMALtm,-100
ALAASNNaEx,0
ALACYSNaEx,0
ALADGLNexR,100
ALADGLYexR,-91.0272681903457
ALAGLNexR,100
ALAGLNNaEx,0
ALAGLYexR,-100
ALAR,33.7545196558944
ALASERNaEx,0
ALASm,0
ALAt4,0
ALATA_L,-34.3715397077029
ALATHRNaEx,0
ALCD1,0
ALCD21_D,0
ALCD21_L,8.99819704421064e-25
ALCD22_D,0
ALCD22_L,0
ALCD2if,0
ALCD2yf,0
ALDD20x,-0
ALDD20xm,-0
ALDD21,-0
ALDD2x,-7.66649060903418e-25
ALDD2xm,-0
ALDD2y,0
ALR2,9.01568066953594e-25
ALR3,8.99819704421064e-25
AMANK,0
AMETt2m,0
AMPDA,0.147158527615216
AMY1e,-0
AMY2e,-0
ANDRSTRNGLCte,-0
APAT2rm,0
ARAB_Lt,0
ARABR,0
ARACHCPT1,0
ARACHDt2,100
ARGLYSex,0
ARGN,0
ARGNm,0.851066551536697
ARGtiDF,100
ARGtm,0.851066551536697
ASAH1,0
ASCBt4,-100
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASPCTr,0
ASPGLUm,0
ASPTA,-1.1276567846749
ASPTAm,0
ATPasel,0
ATPH1e,0
ATPH2e,0
ATPS4m,35.1542426725614
ATPtm,0
B_MANNASEly,0
B3GNT12g,0
B3GNT51g,0
BACCL,0
BACCLm,0
BALAtmr,0
BAMPPALDOX,-0
BAMPPALDOXm,-0
BILDGLCURte,0
BILGLCURte,0
BILIRED,0
BPNT,-0
BPNT2,0
BTND1,-0
BTND1n,-0
BTNDe,0.893613483002306
