Var1_1,Var1
10FTHFtm,-1.03221241485196
24_25VITD2Hm,0
24_25VITD3Hm,0
2AMACSULT,-0
2AMADPTm,0
2HBO,-0
2HBt2,-0
2HCO3_NAt,-100
2OXOADOXm,-0
2OXOADPTm,-0
34DHPHAMT,-0
34DHPHEt,0
3AIBTm,0
3AIBtm,0
3DSPHR,0.0559211999104524
3HAO,-0
3HXKYNOXDA,-0
3MOBt2im,0
3MOPt2im,0
3MOXTYROX,0
3NTD7l,-0
3SALACBOXL,0
3SALATAi,0
41R1H2MAE12BOOX,0
41R2A1H12BOOX,0
42A12BOOX,0
4MOPt2im,100
4NPHSULT,0
5ADTSTSTERONESULT,0
5HOXINDACTOXm,-0
5HOXINOXDA,0
5HTRPDOX,-0
5HXKYNOXDA,-0
5MTHFt,33.6444949991967
5MTHFt2,-33.6444949991967
A_MANASEly,0
A4GALTc,-0
A4GALTg,0
ABTArm,0
ACACT10m,-0
ACACT1r,0
ACACT1rm,17.8763220364694
ACACT1x,0
ACACt2,-16.8763220364694
ACACt2m,-1.75606671143988
ACCOAC,2.21871382199652
ACCOACm,0
ACCOAL,0
ACCOALm,0
ACETONEt2,-0
ACGAM2E,0
ACGAM6PSi,0
ACGAMK,-0
ACGAMPM,0
ACGPID,0
ACHEe,-0
ACITL,2.88372349611476
ACNAMPH,-0
ACOAD10m,12.3994610216738
ACOAD1fm,0
ACOAD9m,0
ACOAO7p,0
ACOATA,0
ACONT,-1.88372349611476
ACONTm,100
ACP1_FMN,0
ACRNtm,0
ACS,0
ACS2,0
ACSm,-0
ACSOMT,-0
ACSRTNMT,-0
ACTLMO,0
ACTNMO,-0
ACYP,0
ADA,57.509516826995
ADAe,0
ADEt,-42.2768178815023
ADEtl,-0
ADK1,1.26958649141319
ADK1m,-9.52522360607066e-15
ADKd,99.9578400332598
ADMDC,0.0559243979660349
ADNCYC,0
ADNK1,0.213665291502723
ADNt,100
ADNtl,-0
ADNtm,-9.52522360607066e-15
ADPRIBt,0
ADPT,0
ADRNCPT1,-0
ADRNCPT2,-0
ADRNCRNt,-0
ADSL1,0
ADSL2,-0
ADSS,0
AG13T10g,0
AG13T11g,0
AG13T12g,0
AG13T13g,0
AG13T14g,0
AG13T15g,0
AG13T16g,0
AG13T17g,0
AG13T18g,0
AG13T1g,0
AG13T2g,0
AG13T3g,0
AG13T4g,0
AG13T5g,0
AG13T6g,0
AG13T7g,0
AG13T8g,0
AG13T9g,0
AGPAT1,0
AGPRim,-0
AHEXASE2ly,0
AHEXASEly,0
AKGDm,0
AKGMALtm,-59.9299939768882
AKGt4_3,100
ALACYSNaEx,0
ALADGLNexR,-100
ALADGLYexR,1
ALAGLNexR,-100
ALAGLYexR,-100
ALAR,-1.00000000000001
ALASERNaEx,0
ALASm,0
ALAt4,100
ALATA_L,-56.2491503298257
ALATHRNaEx,0
ALAtN1,-100
ALCD1,-0
ALCD21_D,-0
ALCD21_L,-0
ALCD22_D,0
ALCD22_L,0
ALCD2if,0
ALDD20x,0
ALDD20xm,-0
ALDD2x,0
ALDD2xm,-0
ALKP,0
AMACR2p,0
AMACR2r,-0
AMACRp,0
AMACRr,-0
AMANK,0
AMETt2m,0.475342991461174
AMPDA,0
AMY1e,-0
AMY2e,-0
APAT2rm,-0
APRTO2,0
ARACHCPT1,0
ARACHCPT2,-0
ARACHCRNt,-0
ARGDCm,0
ARGLYSex,0
ARGN,0
ARGNm,0.851066551536751
ARGSL,1.65954322873217e-14
ARGSS,1.65954322873217e-14
ARGtiDF,100
ARGtm,0.851066551536751
ASCBt4,-0
