Var1_1,Var1
2AMADPTm,0
2OXOADOXm,0.00432884560120513
2OXOADPTm,-0
34DHPHEt,0
3AIBTm,0
3AIBtmi,0
3HAO,-0
3SALAASPm,0
3SALATAi,0
ABTArm,-0
ACACT10m,0.0318491925562733
ACETONEt2,-0
ACITL,0.0915234366383517
ACOAD10m,0
ACOAD9m,-0
ACSm,-0
ACTLMO,0
ACTNMO,-0
ADK1m,-0
ADK3,-99.9679378052348
ADMDC,0
ADNt,52.1406784383305
AGTim,-0
AGTix,0
AKGMALtm,-100
ALACYSNaEx,0
ALAGLNexR,-3.01407543152016
ALAGLYexR,-100
ALASERNaEx,100
ALASm,0
ALAt4,0
ALATA_L,0.0942837840606596
ALATHRNaEx,100
ALAtN1,100
ALDD2y,0
ARGLYSex,0
ARGNm,0
ARGt4,0.0127051049024472
ASNS1,0
ASNt4,0
ASNtN1,-100
ASPGLUm,0
ATPtm,0.0331240820055788
CBPSam,-0
CHLP,-0
CHOLD2m,0
CHOLtu,0.00608091655867867
CITtam,-100
CITtbm,0
CKc,0
CO2ter,-0.00144294853373504
CO2tm,-0.0944393168772161
COAtm,0.00432884560120515
CREATt4_2_r,-100
CSm,0.0915234366383853
CYSALANaEx,100
CYSGLUexR,-100
CYSGLYexR,-100
CYSSERNaEx,0
CYSt4,0
CYSTA,0
CYStec,100
CYSTHRNaEx,100
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DPGase,0
DPGM,0
DTTPtn,0.000462958660240318
ECOAH1m,-0.00432884560120513
ECOAH9m,0.0318491925562733
EX_chol_e,-0.00608091655867867
EX_lnlc_e,-0.00855453251232387
FADH2tru,0.000721474266867522
FADtru,0.000721474266867522
FORtr,-0.000721474266867522
FUMAC,-0
FUMm,0.226728797005505
FUMSO3tm,-100
FUMSO4tm,-99.8031755635034
FUMtm,100
FUMTSULtm,-100
G3PD2m,0
G5SDym,0.0363985065073221
G6PDH1rer,0
G6PDH2rer,0.00288589706747009
G6Pter,0.00288589706747009
GACMTRc,0
GHMT2rm,-0
GLCt1r,100
GLNtm,0
GLNtN1,-100
GLU5Km,0.0363985065073221
GLUNm,0
GLUt2m,0.081290934462753
GLUTCOADHm,0
GLUVESSEC,2.85541977548835
GLYAMDTRc,0
GLYt4,0
GLYt7_211_r,-100
GLYtm,-0.00812582451751925
GNMT,0
GTHP,-0
H2Oter,-0.00360737133433761
HACD1m,-0.00432884560120513
HACD9m,0.0318491925562733
HIBDm,-0
HISt4,0
HIStiDF,100
HMGCOASim,0.00432884560120513
HMGCOAtm,-0.00432884560120513
HOMt4,0
ICDHyrm,2.56139037275392e-14
ILEt5m,0.0318491925562733
ILETAm,0.0318491925562733
ILEtec,-100
KCC2t,100
LEUt4,0
LEUtec,-96.9666315947313
L_LACDcm,0
LYStiDF,0.0252687511966169
MALSO3tm,0
MALSO4tm,-0.196824436496532
MALtm,-100
MALTSULtm,100
MDHm,0.0721735163981921
ME2,0.0231485624085663
MELATNOX,0
METAT,0.00164696721146091
METLEUex,0
METS,0
METt4,0
METtec,100
MMMm,-0
NADPHtru,0.00288589706747009
NADPtru,0.00288589706747009
NAHCO3_HCLt,0
NAt,100
NAt5,-100
NDPK1m,0.0357022076734043
O2ter,0.00577179413494018
O2tm,0.151160498268513
OIVD3m,0.0318491925562733
ORNt3m,0.0350925129949621
ORNTArm,-0.0394213585961672
ORNtiDF,0
OXAHCOtex,-0
P5CRm,0
P5CRxm,0
