Var1_1,Var1
2AMADPTm,0
2OXOADOXm,0.00432884560120514
2OXOADPTm,1.25540271467138e-19
34DHPHEt,0
3AIBTm,0
3AIBtmi,0
3HAO,0
3HKYNAKGAT,0
3HLYTCL,0
3SALAASPm,-5.03188022886888
3SALATAi,0
3SALATAim,0
5MTHFt2,-0
AATAi,1.25540271467138e-19
ABTArm,-0
ACACT10m,0
ACACt2m,0
ACETONEt2,-0
ACETONEt2m,-0
ACGSm,0
ACITL,0.0915234366383517
ACOAD10m,0
ACOAD8m,0
ACOAD9m,-0
ACONTm,100
ACSm,-0
ADK1m,-1.60212009695453
ADK3m,1.60212009695453
ADMDC,0
ADNt,100
AGTim,-0
AKGDm,0.61965092132385
AKGMALtm,-100
ALAASNNaEx,0
ALACYSNaEx,0
ALAGLNNaEx,0
ALASERNaEx,0
ALASm,0
ALAt4,0
ALATA_L,-0.0178812875673008
ALATHRNaEx,0
ALAtN1,-100
ALDD2xm,-0
ALDD2y,0
ALR2,-0
AMETt2m,0
ARGLYSex,0
ARGNm,0
ARGt4,0
ARGtm,0
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASNtN1,-99.9157225560931
ASPGLUm,0
ASPTAm,-5.03188022886888
ATPtm,0
CATm,0
CATp,0
CBPPer,0
CBPSam,0
CHLP,0
CHOLD2m,0
CHOLK,0
CHOLt4,-99.9939190834413
CHOLtu,100
CHSTEROLt1,-0
CITRtm,-99.9501700820923
CITtam,-100
CITtbm,0.204700833262892
CKc,0
CLFORtex,0
CLHCO3tex2,0
CLOHtex2,0
CLOXAtex2,0
CO2ter,-0.00144294853373504
CO2tm,-0.136151396326807
COAtm,0.00432884560120516
CREATt4_2_r,-100
CSm,0.800101169336751
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,0.00311644961172077
CYSO,6.19642357044865e-17
CYSSERNaEx,0
CYSt4,0
CYSTA,-9.14045616610574e-28
CYStec,100
CYSTHRNaEx,0
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DMGDHm,0
DOPAMT,0
DOPAtu,1.37749864819912e-14
DPGase,0
DPGM,0
DTTPtn,0.000462958660240318
ECOAH12m,0
ECOAH1m,-0.00432884560120514
ECOAH9m,0
EX_chol_e,-0.00608091655867313
EX_hco3_e,0.144117178111408
EX_lnlc_e,-0.00855453251232387
FADH2tru,0.000721474266867522
FADtru,0.000721474266867522
FDH,0.000721474266854797
FKYNH,0
FORtr,-0.000721474266867522
FUMAC,-0
FUMm,0.969526878110984
FUMSO3tm,-1.28849143200346e-14
FUMSO4tm,-1.54002813295838e-24
FUMtm,100
FUMTSULtm,-100
G3PD2m,1.27960041154079
G5SDym,0
G6PDH1rer,0
G6PDH2rer,0.00288589706747009
G6PPer,0
G6Pter,0.00288589706747009
GACMTRc,0
GCC2am,0
GCC2bim,0
GCC2cm,0
