Var1_1,Var1
2HBO,0
2HBt2,-100
2HCO3_NAt,-91.7292848395096
34DHOXPEGOX,-0
34DHPHAMT,-0
3DSPHR,4.43210238562206e-26
3MOBt2im,82.5021672983654
3SALAASPm,0
3SALATAi,0
3SALATAim,0
4ABUTtm,-100
5ADTSTSTERONEGLCte,-0
5AOPtm,100
5HTRPVESSEC,-0
AACTOOR,58.7489163508173
AACTtm,58.7489163508173
ABTArm,-100
ACACT10m,-0
ACACT1rm,0
ACACT1x,0
ACACt2m,0
ACACT7p,18.2495440550569
ACALDtm,0
ACCOAgt,0
ACCOAtr,0
ACETONEt2,0
ACETONEt2m,0
ACGALtly,-0
ACGAM6PSi,3.39438996672918e-27
ACGAMK,-0
ACGAMPM,0
ACGPID,0
ACITL,0
ACNAM9PL,3.39746219661239e-27
ACNAM9PL2,0
ACNAMlt,0
ACNAMPH,3.39956991945111e-27
ACOAD10m,0
ACOAD1fm,0
ACOAD8m,0
ACOAD9m,0
ACOAO7p,18.2495440550569
ACONTm,100
ACP1_FMN,0
ACt2m,-57.8217459809992
ACTNMO,0
ADA,0
ADAe,0
ADK1m,-96.6513995133527
ADK3m,100
ADMDC,0
ADNK1m,3.34860048664735
ADNt,-30.3787194628048
ADNtm,3.34860048664734
ADPMAN,-0
ADRNCPT1,0
ADRNLPVESSEC,-0
ADSK,0
ADSL1,0
ADSL2,0
AGPAT1,0
AHANDROSTANGLCte,-0
AHEXASE2ly,0
AHEXASEly,0
AIRCr,0
AKGMALtm,-100
AKGt4_3,-100
ALAASNNaEx,100
ALACYSNaEx,0
ALADGLNexR,-59.5085843505832
ALADGLYexR,-100
ALAGLNexR,100
ALAGLNNaEx,0
ALAGLYexR,-100
ALASERNaEx,0
ALASm,0
ALAt4,0
ALATA_L,-79.4183123144981
ALATHRNaEx,0
ALCD21_D,0
ALCD21_L,42.3235456714147
ALCD22_D,0
ALCD22_L,42.3235456714147
ALCD2if,0
ALCD2yf,0
ALDD20x,-0
ALDD20xm,-0
ALDD21,-0
ALDD2xm,0
ALDD2y,0
ALR2,42.3235456714147
ALR3,42.3235456714147
AMETt2m,-0
AMPDA,1.3656945331136
AMY1e,-0
AMY2e,-0
ANDRSTRNGLCte,-0
ANDRSTRNtr,-2.90127754271937e-15
AOBUTDsm,58.7489163508173
ARABR,0
ARACHCPT1,0
ARACHDt2,99.3222279577728
ARGLYSex,0
ARGNm,0
ARGtm,-1.51928300910398e-29
ARSA,0
ARTCOAL1,0
ARTCOAL2,-9.82642091800436e-29
ASAH1,0
ASCBt,50
ASCBt4,-100
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASPCTr,0
ASPGLUm,3.87368140819027
ASPTAm,-3.87368140819027
ATPasel,0
ATPH1e,0
ATPH2e,0
ATPtm,100
B_MANNASEly,0
B3GNT51g,0
BACCL,0
BACCLm,0
BAMPPALDOX,0
BILDGLCURte,0
BILGLCURte,0
BILGLCURtr,37.4892017993174
BILIRED,0
BILIRUBtr,-37.4892017993174
BPNT2,0
BTND1,-0
BTND1n,-0
BTNDe,-0
BTNDm,-0
BTNPL,-0
BTNPLm,-0
BTNt2,-100
BTNt2m,0
BTNt3i,0
BUTt2m,0
C160CPT1,0
C160CPT2,-0
C161CPT1,0
C161CPT12,0
C180CPT1,0
C181CPT1,0
C204CPT1,0
C226CPT1,0
C3STDH1Pr,0
C3STDH1r,0
C3STKR2r,-0
C4STMO1r,-0
C4STMO2Pr,0
C4STMO2r,0
CAATPS,-0
CAT2p,0
CATm,8.75059803776649
CATp,91.2477202752844
CBPPer,74.9784035986348
CBPter,74.9784035986348
CBR2,0
CDIPTr,-0.778488918908407
CDS,0
CDSm,-0
CEPTC,0
CEPTE,0
CERK,0
CERT1gt,0
CERT1rt,0
CERT2gt,0
CERT2rt,0
CHOLt4,5.10333172388034
CITtam,-100
CITtbm,22.3277253691484
CKc,0
CLHCO3tex2,0
CLPNDCPT1,0
CLS_hs,0.346001670477858
CMPACNAtg,-0
CMPSAS,0
CMPSASn,0
CO2ter,-100
CO2tm,8.60006176425518
COKECBESr,0
COQ3m,-0
COQ7m,-0
CORE3GTg,0
CORE4GTg,0
CRNCARtp,72.9981762202275
CSm,97.5707326054168
CSNATm,72.9981762202275
CSNATp,72.9981762202275
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSSERNaEx,0
CYSt4,0
CYSTA,0
CYSTGLUex,0
CYSTHRNaEx,0
CYTDK1,0
CYTDt,0.47353376672447
CYTDtm,0
CYTK10,2.31523195539166e-27
CYTK10n,-100
CYTK11,100
CYTK11n,-100
CYTK12,-100
CYTK12n,100
CYTK13,-100
CYTK13n,-100
CYTK14,-99.0347390350874
CYTK14n,-100
CYTK1n,-100
CYTK2n,100
CYTK3,-7.56321424682989
CYTK3n,-1.53937767709467e-14
CYTK4n,100
CYTK5,100
CYTK5n,100
CYTK6,-100
CYTK6n,100
CYTK7,100
CYTK7n,7.76525744302326e-15
CYTK8,100
CYTK8n,100
CYTK9,-100
CYTK9n,-100
DADA,0
DADAe,0
DADNt4,33.7273199494521
DAGK_hs,0
DAGt,31.395144242342
DALAt2r,100
DASCBR,50
DATPtn,0.391262654135323
DCIm,0
DCK1m,67.2379410154605
DCK1n,100
DCK2n,-100
DCSPTN1CPT1,0
DCTPtn,0.280232267340209
DCYTt,67.2379410154605
DESAT16_2,0
DESAT18_10,0
DESAT18_3,0
DESAT18_4,0
DESAT18_5,0
DESAT18_6,0
DESAT18_7,0
DESAT18_8,0
DESAT18_9,0
DESAT20_1,0
DESAT20_2,0
DESAT24_1,0
DGAT,0
DGNSKm,0
DGTPtn,0.293766043437111
DHAAt1r,50
DHCR241r,0
DHCR242r,0
DHCR243r,0
DHCR71r,-0
DHCR72r,-0
DHCRD1,4.43196495505799e-26
DHCRD2,0
DHDPBMTm,-0
DHEAtr,-1.07013058433066e-25
DHPM1,66.8108290828102
D_LACt2,-58.7489163508173
D_LACtm,-58.7489163508173
DLNLCGCPT1,0
DLNLCGt,-0
DMATTx,0
DOLPMT3_Uer,-0
DOPAMT,0
DOPAVESSEC,0
DPGase,0
DPGM,0
DRPA,100
DSAT,4.43220229050106e-26
DTTPtn,0.388532155449102
DURAD,-66.8108290828102
DURAD2,-0
DURIK1,33.7273199494521
DUTPDPm,0
DUTPDPn,0
EBP1r,0
EBP2r,0
ECOAH12m,0
ECOAH1m,0
ECOAH1x,0
ECOAH9m,-0
EHGLAT2m,0
EHGLATm,0
EICOSTETCPT1,0
ELAIDCPT1,0
ESTRADIOLGLCt2,0
ESTRIOLGLCte,-0
ETF,0
ETFQO,0
ETHAK,0
EX_13_cis_retnglc_e,37.4892017993174
EX_acetone_e,-0
EX_ala_D_e,59.5085843505832
EX_bilglcur_e,-37.4892017993174
EX_bilirub_e,37.4892017993174
EX_chol_e,-5.10333172388034
EX_dag_hs_e,-31.395144242342
EX_dheas_e,-0
EX_gchola_e,-45.9693678797017
EX_gluala_e,37.4892017993174
EX_gq1b_hs_e,-0
EX_gsn_e,-0
EX_gthrd_e,-37.4892017993174
EX_h2o2_e,-100
EX_hco3_e,100
EX_hspg_e,-0
EX_inost_e,-0.691973661622177
EX_lac_D_e,58.7489163508173
EX_o2s_e,-100
EX_oagd3_hs_e,-0
EX_ocdca_e,-18.2495440550569
