Var1_1,Var1
10FTHFtm,-42.6651207188765
13DAMPPOX,-0
1PPDCRp,0
25VITD2Hm,0
25VITD3Hm,0
2AMACHYD,12.2173696804015
2AMACSULT,0
2AMADPTm,0
2HBO,0
2HBt2,-100
2HCO3_NAt,-100
2OXOADOXm,-0
2OXOADPTm,-0
34DHOXPEGOX,0
34DHPHAMT,-0
34DHPHEt,0
3AIBTm,0
3AIBtmi,0
3DSPHR,0.543885428105344
3HAO,0
3HBCDm,0
3HBCOAHLm,0
3HKYNAKGAT,0
3MOBt2im,100
3MOXTYROX,0
3SALAASPm,-1.21371040664057e-27
3SALACBOXL,0
3SALATAi,0
3SALATAim,0
41R1H2MAE12BOOX,0
41R2A1H12BOOX,0
42A12BOOX,0
4ABUTtm,-82.224598578427
4HGLSDm,-0
4NPHSULT,0
5ADTSTSTERONEGLCte,-0
5ADTSTSTERONESULT,0
5AOPtm,100
5FTHFt2,-0
5HOXINDACTO2OX,0
5HOXINOXDA,-0
5HTRPVESSEC,0
5MTHFt2,-0
7DHCHSTEROLtr,0
7THFtm,0
A_MANASEly,0
A4GALTc,0
A4GALTg,0
AACTOOR,37.3763381619369
AACTtm,37.3763381619369
AATAi,-0
ABTArm,-82.224598578427
ABUTt2rL,-0
ABUTt4_2_r,-100
ACACT10m,-0
ACACT1rm,0
ACACT1x,0
ACACt2m,0
ACACT4p,0
ACACT5p,3.02722778647153e-29
ACACT6p,2.42178222917723e-29
ACACT7p,2.45761493462655e-29
ACACT8p,0
ACACT9p,-0
ACALDtm,-100
ACCOACm,0
ACCOAgt,0
ACCOALm,0
ACCOAtr,0
ACETONEt2,38.4305838861308
ACETONEt2m,0
ACGAM6PSi,0
ACGAMK,0
ACGAMPM,0
ACGPID,0
ACGSm,0
ACHVESSEC,0
ACITL,0
ACNAM9PL,0
ACNAM9PL2,0
ACNAMlt,0
ACNAMPH,0
ACOAD10m,0
ACOAD1fm,0
ACOAD8m,0
ACOAD9m,0
ACOAO7p,2.38784862350125e-29
ACODA,-0
ACONTm,100
ACOX22x,0
ACOX2x,-0
ACP1_FMN,0
ACRNtm,91.7448776450913
ACS2,0
ACSm,0
ACt2m,-100
ACTLMO,0
ACTNMO,38.4305838861308
ADA,0
ADAe,0
ADEt,-0
ADK1m,-96.4906543914324
ADK3m,100
ADMDC,0
ADNCYC,0
ADNK1m,3.50934560856757
ADNt,3.50934560856756
ADNt4,0
ADNtl,-0
ADNtm,3.50934560856757
ADPMAN,-0
ADRNCPT1,0
ADRNCPT2,0
ADRNCRNt,-100
ADRNLPVESSEC,0
ADSK,0
ADSL1,0
ADSL2,0
AG13T16g,0
AG13T17g,0
AG13T18g,0
AG13T1g,0
AG13T2g,0
AG13T3g,0
AGMTm,0
AGPAT1,0.456114571894656
AHANDROSTANGLCte,-0
AHEXASE2ly,0
AHEXASEly,0
AIRCr,0
AKGDm,1.87006071527929e-14
AKGMALtm,-100
AKR1C1,-0
ALAASNNaEx,0
ALACYSNaEx,0
ALADGLNexR,-100
ALADGLYexR,0
ALAGLNexR,-100
ALAGLNNaEx,0
ALAGLYexR,7.86350833441605
ALASERNaEx,0
ALASm,0
ALAt4,0
ALATA_L,-15.7270166688316
ALATHRNaEx,0
ALAtN1,100
ALCD21_D,1.93764750314704e-14
ALCD21_L,100
ALCD22_D,0
ALCD22_L,100
ALCD2if,0
ALCD2yf,0
ALDD20x,0
ALDD20xm,-0
ALDD21,-0
ALDD2xm,100
ALDD2y,0
ALR2,61.5694161138692
ALR3,100
AMETt2m,-0
AMPDA,1.4312528865531
AMY1e,-0
AMY2e,-0
ANDRSTRNGLCte,-0
ANDRSTRNtr,-0
AOBUTDsm,37.3763381619369
APAT2rm,-0
APRTO2,0
ARABR,0
ARACHCPT1,0
ARACHCPT2,0
ARACHCRNt,-100
ARACHDt2,-100
ARGDCm,0
ARGNm,0
ARGSS,0
ARGtm,0
ARSA,-0
ARTCOAL1,0
ARTCOAL2,0.543885428105344
ASAH1,0
ASCBt4,0
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNNm,-0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASNtN1,-100
ASPCTr,0
ASPDt6,-0
ASPGLUm,0
ASPt6,0
ASPTAm,-1.21371040664057e-27
ATPasel,0
ATPH1e,0
ATPH2e,0
ATPtm,100
B_MANNASEly,0
B3GALT3g,-0
B3GALT41g,-0
B3GALT42g,0
B3GALT43g,0
B3GALT44g,0
B3GNT12g,0
B3GNT51g,0
BACCL,0
BACCLm,0
BAMPPALDOX,0
BBHOX,0
BDHm,-0
BHMT,0
BILDGLCURte,0
BILGLCURte,0
BILGLCURtr,-1.53660944799893e-14
BILIRED,0
BILIRUBtr,1.53660944799893e-14
BMTer_U,0
BPNT2,0
BTND1,-0
BTND1n,-0
BTNDe,-0
BTNDm,-0
BTNPL,-0
BTNPLm,-0
BTNt2,-100
BTNt2m,0
BTNt3i,0
BUTt2m,0
C14STRr,0
C160CPT1,0
C160CPT2,-5.24321890383881e-30
C160CRNt,100
C161CPT1,0
C161CPT12,0
C161CPT2,0
C161CPT22,-1.20384991978947e-14
C161CRN2t,-100
C161CRNt,0
C180CPT1,0
C180CPT2,0
C180CRNt,-100
C181CPT1,-1.20384991978948e-14
C181CPT2,0
C181CRNt,100
C204CPT1,0
C204CPT2,0
C204CRNt,-100
C226CPT1,0
C226CPT2,0
C3STDH1Pr,0
C3STDH1r,0
C3STKR2r,0
C4STMO1r,0
C4STMO2Pr,0
C4STMO2r,0
CAATPS,0
CAT2p,0
CATm,50
CATp,20.5253724342182
CBL2tm,-0
CBPPer,-8.4747230344809e-14
CBPSam,0
CBPter,-8.4747230344809e-14
CBR2,0
CDIPTr,-0.815859246208576
CDS,0
CDSm,-0
CEPTC,0
CEPTE,0
CERK,0
CERT1gt,0
CERT1rt,0
CERT2gt,0
CERT2rt,0
CGLYt3_2,100
CH25H,0
CHLP,0
CHLPCTD,0
CHOLATEt3,0
CHOLK,0
CHOLt4,-94.6516896101289
CHOLtu,100
CHSTEROLSULT,0
CHSTEROLt1,-0
CHSTEROLtg,0
CHTNASE,-0
CITRtm,-100
CITtam,-100
CITtbm,89.0647800484064
CKc,0
CLHCO3tex2,0
CLOHtex2,0
CLOXAtex2,0
CLPNDCPT1,0
CLPNDCPT2,0
CLPNDCRNt,100
CLS_hs,0.36261102143727
