Var1,PDX-3693_cluster_2
2AMACHYD,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HCO3_NAt,0.0228722086458495
2OXOADOXm,0.212773981035659
2OXOADPTm,NaN
34DHPHEt,NaN
34HPPOR,NaN
3AIBTm,0.193255848911676
3AIBtmi,0.193255848911676
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.0687675406535466
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.157604015528253
3SALAOX,NaN
3SALATAi,0.0241506950873317
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.193255848911676
ABUTt4_2_r,NaN
ACACT10m,0.199444193483302
ACACt2m,NaN
ACALDtm,NaN
ACETONEt2,0.00357684176979643
ACETONEt2m,NaN
ACGSm,NaN
ACITL,0.2634778571174
ACOAD10m,0.606719984881806
ACOAD8m,0.0571416247523192
ACOAD9m,0.606719984881806
ACOAHi,NaN
ACONTm,0.248982237618078
ACSm,NaN
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,NaN
ADK3,NaN
ADK3m,NaN
ADMDC,0.42756926123843
ADNt,0.0539691297393857
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.212773981035659
AKGMALtm,0.118782629140399
AKGt4_3,0.00354636889515501
AKGtp,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.032348431782289
ALAGLNexR,0.13983893751195
ALAGLNNaEx,NaN
ALAGLYexR,0.13983893751195
ALASERNaEx,0.032348431782289
ALASm,0.145984823256731
ALAt4,1.21371145067793
ALATA_L,0.00592973123897206
ALATHRNaEx,0.032348431782289
ALAtN1,0.0726419335287629
ALDD2xm,0.00622126320094773
ALDD2y,0.0533480770660169
ALR2,0.162573850245187
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0420740444100264
ARGNm,NaN
ARGt4,NaN
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.0528745410568786
ASNSERNaEx,NaN
ASNt4,1.21371145067793
ASNTHRNaEx,NaN
ASNtN1,0.0726419335287629
ASPGLUm,0.157604015528253
ASPTAm,NaN
ATP1ter,NaN
ATPtm,NaN
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,0.00701952919815527
CATm,0.168234422170755
CATp,0.168234422170755
CBPPer,0.0595049218697982
CBPSam,NaN
CBPter,NaN
CHLP,NaN
CHLtm,NaN
CHOLD2m,0.00711602613781438
CHOLK,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt1,0.0136893523010341
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,0.149419628151438
CITtbm,0.149419628151438
CK,NaN
CKc,0.22128447714177
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0714189140182553
CREATt4_2_r,0.0733245916438826
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.437474286601399
CYSALANaEx,0.032348431782289
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.13983893751195
CYSGLYexR,0.13983893751195
CYSO,NaN
CYSSERNaEx,0.032348431782289
CYSt4,1.21371145067793
CYSTA,0.0241506950873317
CYStec,NaN
CYSTHRNaEx,0.032348431782289
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.0406116822903806
DMGtm,NaN
DOPAMT,0.078472193578879
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,NaN
DPGase,NaN
DPGM,NaN
DTTPtn,NaN
ECOAH12m,0.199444193483302
ECOAH1m,0.199444193483302
ECOAH9m,0.199444193483302
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,NaN
FKYNH,0.153778615819685
FORtr,NaN
FUMAC,0.00234708618937117
FUMm,0.0695612069332238
FUMSO3tm,NaN
FUMSO4tm,NaN
FUMtm,NaN
FUMTSULtm,NaN
