Var1,PDX-3360_cluster_2
2AMACHYD,0.000582569986581802
2AMADPTm,0.00357987841325147
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,NaN
2OXOADPTm,0.00357987841325147
34DHPHEt,0.0211062309997422
34HPPOR,NaN
3AIBTm,0.0457620935887098
3AIBtmi,0.0457620935887098
3HAO,0.0500294451521976
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.113891936306443
3SALAOX,NaN
3SALATAi,0.0951238923732723
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0457620935887098
ABUTt4_2_r,NaN
ACACT10m,NaN
ACACt2m,NaN
ACALDtm,NaN
ACETONEt2,0.134555402877075
ACETONEt2m,NaN
ACGSm,NaN
ACITL,NaN
ACOAD10m,0.0385728757402727
ACOAD8m,NaN
ACOAD9m,0.0550943781009742
ACOAHi,NaN
ACONTm,NaN
ACSm,0.155520936910595
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.00136911611471857
ACTNMO,0.00136911611471857
ADCim,NaN
ADK1m,0.251857425932373
ADK3,NaN
ADK3m,NaN
ADMDC,0.616501500691686
ADNt,0.0969477063736745
ADPtx,NaN
AGTim,0.0117399562575987
AGTix,0.202713382254754
AKGDm,NaN
AKGMALtm,0.0337327027853046
AKGt4_3,0.000195365867444447
AKGtp,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.0478141969229494
ALAGLNexR,0.379012609667012
ALAGLNNaEx,NaN
ALAGLYexR,0.379012609667012
ALASERNaEx,0.0478141969229494
ALASm,0.137811083091157
ALAt4,0.871638740215983
ALATA_L,0.0766052510802235
ALATHRNaEx,0.0478141969229494
ALAtN1,0.750978678060429
ALDD2xm,NaN
ALDD2y,0.00404614089855126
ALR2,NaN
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.379012609667012
ARGNm,0.0943841154766934
ARGt4,NaN
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.168686533655439
ASNSERNaEx,NaN
ASNt4,0.871638740215983
ASNTHRNaEx,NaN
ASNtN1,0.750978678060429
ASPGLUm,0.113891936306443
ASPTAm,NaN
ATP1ter,NaN
ATPtm,1.38150407944407
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPPer,NaN
CBPSam,0.155784316148077
CBPter,NaN
CHLP,0.113563024806125
CHLtm,NaN
CHOLD2m,0.00248734484825815
CHOLK,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,0.343112495999251
CITtbm,0.343112495999251
CK,NaN
CKc,0.443835882757391
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0471619139079537
CREATt4_2_r,0.219225908932941
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,NaN
CYSALANaEx,0.0478141969229494
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.379012609667012
CYSGLYexR,0.379012609667012
CYSO,NaN
CYSSERNaEx,0.0478141969229494
CYSt4,0.871638740215983
CYSTA,0.0951238923732723
CYStec,NaN
CYSTHRNaEx,0.0478141969229494
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,NaN
DMGtm,NaN
DOPAMT,NaN
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,NaN
DPGase,0.122798221441252
DPGM,0.122798221441252
DTTPtn,NaN
ECOAH12m,NaN
ECOAH1m,NaN
ECOAH9m,NaN
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,NaN
FKYNH,NaN
FORtr,NaN
FUMAC,0.0897037951222488
FUMm,0.187603011567678
FUMSO3tm,0.0337327027853046
FUMSO4tm,0.0337327027853046
FUMtm,0.0337327027853046
FUMTSULtm,0.0337327027853046
G3PD2m,0.0811307121281113
G5SADrm,NaN
G5SDym,0.0931941944254296
G6PDH1rer,0.10836334411587
G6PDH2rer,0.10836334411587
G6PPer,NaN
G6Pter,0.0518442510600601
GABAVESSEC,NaN
GACMTRc,0.197192694204194
GCC2am,NaN
GCC2bim,NaN
GCC2cm,NaN
GCCam,NaN
GCCbim,NaN
GCCcm,NaN
GHMT2rm,0.471555162668228
GLCMter,NaN
GLCt1r,0.31394734069705
GLCt2_2,NaN
GLCter,NaN
GLCURter,NaN
GLNALANaEx,NaN
GLNASNNaEx,NaN
GLNCYSNaEx,NaN
GLNSERNaEx,NaN
GLNTHRNaEx,NaN
GLNtm,NaN
GLNtN1,0.750978678060429
GLU5Km,0.0931941944254296
GLUDC,0.000863733057464872
GLUDxm,NaN
GLUDym,NaN
GluForTx,NaN
GLUNm,0.326596576656614
GLUt2m,0.113891936306443
GLUTCOADHm,0.175879059380719
GLUVESSEC,0.0214933024027518
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.0329578694062574
GLYATm,NaN
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYCLTDy,NaN
GLYOp,NaN
GLYt4,0.871638740215983
GLYt7_211_r,0.0515975382817643
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GNDer,NaN
GNMT,NaN
GTHO,NaN
GTHOm,NaN
GTHP,1.93430618013654
GTHPm,NaN
GTHRDt,NaN
GULNDer,NaN
GULNter,NaN
H2CO3Dm,NaN
H2O2syn,NaN
H2O2t,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Oter,NaN
H2Otm,0.00056191908461707
H2Otp,NaN
HACD1m,0.246780670476811
HACD9m,0.246780670476811
HCO3_CLt,NaN
HGNTOR,NaN
HIBDm,0.180335766726306
HISDC,NaN
HISt4,0.871638740215983
HISTAtu,NaN
HISTAVESSEC,NaN
HIStiDF,0.000818334817886352
HIStN1,NaN
HKYNH,NaN
HMGCOASim,NaN
HMGCOAtm,NaN
HMGLm,NaN
HOMt4,0.0456427675059863
Htr,NaN
Htx,NaN
ICDHxm,NaN
ICDHy,NaN
ICDHyrm,0.774626427037375
ILEt4,NaN
ILEt5m,NaN
ILETAm,NaN
ILEtec,0.0793358986505441
KCC2t,0.125750460401177
KYN3OX,NaN
KYNAKGAT,NaN
KYNATESYN,NaN
LEUt4,0.379012609667012
LEUt5m,NaN
LEUTAm,NaN
LEUtec,0.0793358986505441
L_LACDcm,0.0479092861073358
LYSt4,NaN
LYStiDF,0.0456427675059863
LYStm,NaN
MACACI,NaN
MALSO3tm,0.0337327027853046
MALSO4tm,0.0337327027853046
MALtm,0.0337327027853046
MALTSULtm,0.0337327027853046
MDHm,NaN
ME1m,NaN
ME2,0.0288017523395164
ME2m,0.00382637348558222
MELATNOX,0.281552938127092
METAT,0.515697707257101
METLEUex,0.0146115622882332
METS,0.362595600017479
METt4,0.871638740215983
METtec,0.0793358986505441
MGSA,NaN
MGSA2,NaN
MMMm,0.113810528601919
MMSAD1m,NaN
MMTSADm,NaN
MTHGXLt,NaN
NADHtpu,NaN
NADHtru,NaN
NADPHtru,NaN
NADPtru,NaN
NADtru,NaN
NAHCO3_HCLt,0.04916651985475
NAt,0.237117634149534
NAt5,0.0668559371573584
NCCt,NaN
NDPK1m,0.0673223074099847
NH4t3r,0.00213964386710099
NH4tp,NaN
NKCC2t,NaN
NRPPHRt4_2_r,NaN
NRPPHRtu,NaN
NRPPHRVESSEC,NaN
O2St,NaN
O2Stm,NaN
O2Stn,NaN
O2Stx,NaN
O2ter,NaN
O2tm,NaN
O2tn,NaN
O2tp,NaN
OCBTm,NaN
OIVD1m,0.0183381746177162
OIVD2m,0.0183381746177162
OIVD3m,0.0183381746177162
ORNt3m,NaN
ORNt4m,NaN
ORNTArm,0.113821441073503
ORNtiDF,0.0456427675059863
OXAHCOtex,0.0724475664113249
P5CDm,NaN
P5CRm,0.359770651002015
P5CRxm,0.359770651002015
PCLAD,NaN
PCm,NaN
PCREATtmdiffir,NaN
PDHm,NaN
PEPCK,0.000429043918848038
PEPCKm,0.000429043918848038
PGCD,0.930893515603883
PGLer,0.10836334411587
PHEt4,0.871638740215983
PHETA1m,NaN
PHEtec,0.0793358986505441
PIter,0.0518442510600601
PPAm,NaN
PPItr,NaN
PROD2m,0.00126065739563533
PROt4,0.871638740215983
PROtm,NaN
PSSA1_hs,NaN
PSt3,NaN
PTRCOX1,NaN
PYRt2m,NaN
PYRt2p,0.134555402877075
SACCD3m,0.259533036148974
SACCD4m,0.259533036148974
SAMHISTA,0.161550412146108
SARCOXp,0.000821774729660579
SARCStm,NaN
SARCStp,NaN
SARDHm,0.0727539874400411
