Var1,pdx471_cluster_3
2AMACHYD,0.0109784757196255
2AMADPTm,0.0134975768461646
2DR1PP,NaN
2HCO3_NAt,0.013655235903035
2OXOADOXm,0.291634138529559
2OXOADPTm,0.0134975768461646
34DHPHEt,0.146691954509746
34HPPOR,NaN
3AIBTm,0.0548120855117021
3AIBtmi,0.0548120855117021
3HAO,0.163323355976133
3HBCOAHLm,NaN
3HKYNAKGAT,0.113054576498455
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.161801428566323
3SALAOX,NaN
3SALATAi,0.588461140773547
3SALATAim,0.264024487356223
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,0.169874617179829
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0548120855117021
ABUTt4_2_r,0.0176115780969933
ACACT10m,0.687974131261167
ACACt2m,0.289450972447929
ACALDtm,NaN
ACETONEt2,0.289450972447929
ACETONEt2m,0.289450972447929
ACGSm,0.0112065860745886
ACITL,0.857813318697099
ACOAD10m,0.374793522738737
ACOAD8m,0.206861155724809
ACOAD9m,0.374793522738737
ACOAHi,NaN
ACONTm,0.640066505619341
ACSm,0.329659893532211
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.14775042831206
ACTNMO,0.14775042831206
ADCim,NaN
ADK1m,0.809839233322133
ADK3,NaN
ADK3m,0.899249129698735
ADMDC,0.582212325199362
ADNt,0.261975757344146
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.291634138529559
AKGMALtm,0.806691704050115
AKGt4_3,0.00770797342137139
AKGtp,NaN
ALAASNNaEx,0.297583764441795
ALACYSNaEx,0.448205000693633
ALAGLNexR,0.109333322091033
ALAGLNNaEx,0.297583764441795
ALAGLYexR,0.109333322091033
ALASERNaEx,0.448205000693633
ALASm,0.402740895327674
ALAt4,0.891950681822612
ALATA_L,0.106071182791855
ALATHRNaEx,0.448205000693633
ALAtN1,0.488204126965412
ALDD2xm,0.197004041162567
ALDD2y,0.720740731703359
ALR2,0.955339858402257
AMCOXO,NaN
AMETt2m,0.281413511029
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0247295110320693
ARGNm,0.131777759136031
ARGt4,NaN
ARGtm,0.0309857295465556
ASNALANaEx,0.297583764441795
ASNCYSNaEx,0.297583764441795
ASNGLNNaEx,0.297583764441795
ASNS1,0.568731612144424
ASNSERNaEx,0.297583764441795
ASNt4,0.891950681822612
ASNTHRNaEx,0.297583764441795
ASNtN1,0.488204126965412
ASPGLUm,0.161801428566323
ASPTAm,0.264024487356223
ATP1ter,NaN
ATPtm,1.98270415108603
ATPtx,NaN
BALAVECSEC,0.099134672955326
BETALDHxm,NaN
BHMT,0.0453686670891647
CATm,0.280873673537572
CATp,0.280873673537572
CBPPer,0.420816597280617
CBPSam,0.0580277309677508
CBPter,NaN
CHLP,0.0335801862941112
CHLtm,NaN
CHOLD2m,0.0197549271782755
CHOLK,0.19218712492341
CHOLt4,NaN
CHOLtu,0.0435444660493132
CHSTEROLt1,0.210566043313927
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.0309857295465556
CITt4_2,NaN
CITtam,0.670010429504517
CITtbm,0.670010429504517
CK,NaN
CKc,1.2117033693625
CLFORtex,NaN
CLHCO3tex2,0.0762233690207388
CLOHtex2,0.0762233690207388
CLOXAtex2,0.0762233690207388
CO2ter,NaN
CO2tm,NaN
COAtm,0.22545489957544
CREATt4_2_r,0.142104289871695
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.828311350992605
CYSALANaEx,0.448205000693633
CYSASNNaEx,0.297583764441795
CYSGLNNaEx,0.297583764441795
CYSGLUexR,1.01306855094829
CYSGLYexR,1.08258498716962
CYSO,0.0737679952492271
CYSSERNaEx,0.448205000693633
CYSt4,0.891950681822612
CYSTA,0.588461140773547
CYStec,0.0273975722936446
CYSTHRNaEx,0.448205000693633
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.00588947664974077
DMGtm,NaN
DOPAMT,0.397478309636182
DOPAt4_2_r,NaN
DOPAtu,0.0435444660493132
DOPAVESSEC,NaN
DPGase,1.40010971701077
DPGM,1.40010971701077
DTTPtn,NaN
ECOAH12m,0.710660225236568
ECOAH1m,0.710660225236568
ECOAH9m,0.710660225236568
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
