Var1,pdx856_cluster_3
2AMACHYD,NaN
2AMADPTm,0.217744299519832
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.326549276631894
2OXOADPTm,0.217744299519832
34DHPHEt,0.15023705959071
34HPPOR,NaN
3AIBTm,0.159499022181815
3AIBtmi,0.159499022181815
3HAO,0.399733331586302
3HBCOAHLm,NaN
3HKYNAKGAT,0.0130759005568068
3HLYTCL,0.00354008860876681
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.346763059582351
3SALAOX,NaN
3SALATAi,0.526790773052827
3SALATAim,0.58333463844958
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,0.04239421672453
5MTHFt2,0.261033023894424
AACTOOR,0.016732068304832
AACTtm,NaN
AASAD3m,NaN
AATAi,0.0130759005568068
ABTArm,0.159499022181815
ABUTt4_2_r,0.0330097717619704
ACACT10m,1.06258390684316
ACACt2m,0.790617608481948
ACALDtm,NaN
ACETONEt2,0.790617608481948
ACETONEt2m,0.790617608481948
ACGSm,0.0657366077544163
ACITL,0.659516845311191
ACOAD10m,0.641834014513125
ACOAD8m,0.43899022656291
ACOAD9m,0.641834014513125
ACOAHi,NaN
ACONTm,0.824496350162827
ACSm,0.210022386645796
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,0.887478391439353
ADK3,NaN
ADK3m,1.20782645600008
ADMDC,0.881615311182883
ADNt,0.205662648334106
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.326549276631894
AKGMALtm,0.947741972095067
AKGt4_3,0.00373476695420864
AKGtp,NaN
ALAASNNaEx,0.778902337508356
ALACYSNaEx,0.788268031470581
ALAGLNexR,0.925783085789366
ALAGLNNaEx,0.778902337508356
ALAGLYexR,0.925783085789366
ALASERNaEx,0.788268031470581
ALASm,0.396876771839031
ALAt4,0.559326956239544
ALATA_L,0.190170806937329
ALATHRNaEx,0.788268031470581
ALAtN1,0.253118875067613
ALDD2xm,0.5227747187173
