Var1,pdx184_cluster_2
2AMACHYD,NaN
2AMADPTm,0.306496900801568
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.245525100054316
2OXOADPTm,0.306496900801568
34DHPHEt,NaN
34HPPOR,NaN
3AIBTm,0.288154153984183
3AIBtmi,0.288154153984183
3HAO,0.188898913022441
3HBCOAHLm,NaN
3HKYNAKGAT,0.105867186358195
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.118426660811333
3SALAOX,NaN
3SALATAi,0.202723685976536
3SALATAim,0.404684596424769
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,0.207452405754299
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.00923099224114164
ABTArm,0.288154153984183
ABUTt4_2_r,0.0860549350843442
ACACT10m,0.745770677244938
ACACt2m,0.431986060570304
ACALDtm,NaN
ACETONEt2,0.486978359392818
ACETONEt2m,0.431986060570304
ACGSm,0.0100240772746853
ACITL,0.476770124459847
ACOAD10m,0.653701788764144
ACOAD8m,0.302078450194254
ACOAD9m,0.653701788764144
ACOAHi,NaN
ACONTm,0.61563211816488
ACSm,0.0842959141664529
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,0.777336324934533
ADK3,NaN
ADK3m,1.066790771818
ADMDC,0.563072246389972
ADNt,0.328891866354994
ADPtx,NaN
AGTim,NaN
AGTix,0.0289820156861336
AKGDm,0.245525100054316
AKGMALtm,0.91951196115627
AKGt4_3,NaN
AKGtp,NaN
ALAASNNaEx,0.569393529619483
ALACYSNaEx,0.569393529619483
ALAGLNexR,0.888618245789162
ALAGLNNaEx,0.569393529619483
ALAGLYexR,0.888618245789162
ALASERNaEx,0.569393529619483
ALASm,0.204520151447891
ALAt4,0.993869899516535
ALATA_L,0.064934513036901
ALATHRNaEx,0.569393529619483
ALAtN1,NaN
ALDD2xm,0.278530777188639
ALDD2y,0.710897350688654
ALR2,0.561372417942175
AMCOXO,NaN
AMETt2m,0.260904180783135
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0179075518047801
ARGNm,0.0781475067401113
ARGt4,NaN
ARGtm,0.0258758283685714
ASNALANaEx,0.569393529619483
ASNCYSNaEx,0.569393529619483
ASNGLNNaEx,0.569393529619483
ASNS1,0.230173160617857
ASNSERNaEx,0.569393529619483
ASNt4,0.993869899516535
ASNTHRNaEx,0.569393529619483
ASNtN1,NaN
ASPGLUm,0.118426660811333
ASPTAm,0.404684596424769
ATP1ter,NaN
ATPtm,1.79696919819472
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.852706070452086
CATp,0.852706070452086
CBPPer,0.568797433818515
CBPSam,NaN
CBPter,NaN
CHLP,0.0671982461680811
CHLtm,NaN
CHOLD2m,0.0114261931134112
