Var1,PDX-352_cluster_2
2AMACHYD,0.0332534645828243
2AMADPTm,0.0105932032393299
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.177365704770804
2OXOADPTm,0.0105932032393299
34DHPHEt,NaN
34HPPOR,NaN
3AIBTm,NaN
3AIBtmi,NaN
3HAO,0.0561413870828234
3HBCOAHLm,NaN
3HKYNAKGAT,0.0773456362641132
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.013477834494917
3SALAOX,NaN
3SALATAi,0.0549406176744707
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,0.000594050518264331
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,NaN
ABUTt4_2_r,0.000921822141341584
ACACT10m,NaN
ACACt2m,0.272930311962619
ACALDtm,NaN
ACETONEt2,0.272930311962619
ACETONEt2m,0.272930311962619
ACGSm,0.0126411096040923
ACITL,0.140033790483198
ACOAD10m,0.198168468314796
ACOAD8m,0.0610435728537051
ACOAD9m,0.198168468314796
ACOAHi,NaN
ACONTm,NaN
ACSm,0.0791018123048743
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,0.363413337438862
ADK3,NaN
ADK3m,NaN
ADMDC,0.458833788712529
ADNt,0.00492130451403153
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.177365704770804
AKGMALtm,0.0116664147760454
AKGt4_3,NaN
AKGtp,NaN
ALAASNNaEx,0.15999423179417
ALACYSNaEx,0.15999423179417
ALAGLNexR,0.441537562461578
ALAGLNNaEx,0.15999423179417
ALAGLYexR,0.441537562461578
ALASERNaEx,0.15999423179417
ALASm,0.143730199089173
ALAt4,1.3865982345208
ALATA_L,0.0129351549427255
ALATHRNaEx,0.15999423179417
ALAtN1,0.2207612764932
ALDD2xm,0.117563384526631
ALDD2y,0.417433712335311
ALR2,0.000661814522980147
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0130008954601557
ARGNm,0.627862700078028
ARGt4,NaN
ARGtm,0.0183201855336897
ASNALANaEx,0.15999423179417
ASNCYSNaEx,0.15999423179417
ASNGLNNaEx,0.15999423179417
ASNS1,0.038875596531546
ASNSERNaEx,0.15999423179417
ASNt4,1.3865982345208
ASNTHRNaEx,0.15999423179417
ASNtN1,0.2207612764932
ASPGLUm,0.013477834494917
ASPTAm,NaN
ATP1ter,NaN
ATPtm,0.946555522009419
ATPtx,NaN
BALAVECSEC,0.0043444059415093
BETALDHxm,NaN
BHMT,NaN
CATm,0.351763799272197
CATp,0.351763799272197
CBPPer,0.160778905066299
CBPSam,0.000975281717138809
CBPter,NaN
CHLP,0.0369853006332926
CHLtm,NaN
CHOLD2m,NaN
CHOLK,0.0463260183477127
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.0183201855336897
CITt4_2,NaN
CITtam,0.180534714528956
CITtbm,0.180534714528956
CK,NaN
CKc,1.48836606641195
CLFORtex,0.000746784942170068
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.0972320858241063
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,NaN
CYSALANaEx,0.15999423179417
CYSASNNaEx,0.15999423179417
CYSGLNNaEx,0.15999423179417
CYSGLUexR,0.441537562461578
CYSGLYexR,0.441537562461578
CYSO,NaN
CYSSERNaEx,0.15999423179417
CYSt4,1.3865982345208
CYSTA,0.0549406176744707
CYStec,0.019125563766667
CYSTHRNaEx,0.15999423179417
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,NaN
DMGtm,NaN
DOPAMT,NaN
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,NaN
DPGase,NaN
DPGM,NaN
DTTPtn,NaN
ECOAH12m,NaN
ECOAH1m,0.0760477873765587
ECOAH9m,NaN
EX_34dhphe_e,NaN
EX_3aib_e,NaN
