Var1,pdx352_cluster_0
2AMACHYD,0.082059916111985
2AMADPTm,0.0332106454814321
2DR1PP,NaN
2HCO3_NAt,0.00131508989990016
2OXOADOXm,0.138248689089749
2OXOADPTm,0.0332106454814321
34DHPHEt,NaN
34HPPOR,NaN
3AIBTm,0.0321824139179898
3AIBtmi,0.0321824139179898
3HAO,0.118590914246877
3HBCOAHLm,NaN
3HKYNAKGAT,0.159008601865691
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.073152588971394
3SALAOX,NaN
3SALATAi,0.116234994267449
3SALATAim,0.216224986656455
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,0.00779595609606244
5MTHFt2,0.0491544419408173
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0321824139179898
ABUTt4_2_r,0.00237617536067644
ACACT10m,1.05912756943868
ACACt2m,0.555913756348993
ACALDtm,NaN
ACETONEt2,0.555913756348993
ACETONEt2m,0.555913756348993
ACGSm,0.0459180433121098
ACITL,0.360975453260346
ACOAD10m,0.424333417173159
ACOAD8m,0.132601292318968
ACOAD9m,0.424333417173159
ACOAHi,0.000312715495167127
ACONTm,0.615654245015761
ACSm,0.195555240669741
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0846592084642298
ACTNMO,0.0846592084642298
ADCim,NaN
ADK1m,0.738440105798279
ADK3,0.00334183295048978
ADK3m,1.1207703822126
ADMDC,0.799578029336317
ADNt,0.0761827502104951
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.138248689089749
AKGMALtm,0.600469947678393
AKGt4_3,0.00451047779223043
AKGtp,NaN
ALAASNNaEx,0.369224810687389
ALACYSNaEx,0.369224810687389
ALAGLNexR,0.00110562664510235
ALAGLNNaEx,0.369224810687389
ALAGLYexR,0.00110562664510235
ALASERNaEx,0.369224810687389
ALASm,0.313303682277599
ALAt4,1.38596186604955
ALATA_L,0.0513791640300958
ALATHRNaEx,0.369224810687389
ALAtN1,0.506179994109944
ALDD2xm,0.265447123801252
ALDD2y,0.630320694625947
ALR2,0.882307698656209
AMCOXO,NaN
AMETt2m,0.584664726682869
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.035245697684433
ARGNm,1.00374927268715
ARGt4,NaN
ARGtm,0.0433996494021901
ASNALANaEx,0.369224810687389
ASNCYSNaEx,0.369224810687389
ASNGLNNaEx,0.369224810687389
ASNS1,0.083836210387598
ASNSERNaEx,0.369224810687389
ASNt4,1.38596186604955
ASNTHRNaEx,0.369224810687389
ASNtN1,0.506179994109944
ASPGLUm,0.073152588971394
ASPTAm,0.216224986656455
ATP1ter,NaN
ATPtm,1.84385757588298
ATPtx,NaN
BALAVECSEC,0.00881929371877285
BETALDHxm,NaN
BHMT,NaN
CATm,0.650376426290982
CATp,0.650376426290982
CBPPer,0.305215532903357
CBPSam,0.00495011232846444
CBPter,NaN
CHLP,0.0906915391486688
CHLtm,NaN
CHOLD2m,0.00387509898522636
CHOLK,0.111176920610902
CHOLt4,NaN
CHOLtu,0.0962610723387518
CHSTEROLt1,0.292412409729846
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.0433996494021901
CITt4_2,NaN
CITtam,0.385723812740859
CITtbm,0.385723812740859
CK,0.000397089145864303
CKc,1.48914996455029
CLFORtex,0.00303182759558291
CLHCO3tex2,0.0501026116251734
CLOHtex2,0.0501026116251734
CLOXAtex2,0.0501026116251734
CO2ter,NaN
CO2tm,NaN
COAtm,0.0638358156666999
CREATt4_2_r,0.244789589967731
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.388893037233901
CYSALANaEx,0.369224810687389
CYSASNNaEx,0.369224810687389
CYSGLNNaEx,0.369224810687389
CYSGLUexR,0.134945604609868
CYSGLYexR,0.747572359548495
CYSO,0.0552096035326592
CYSSERNaEx,0.369224810687389
CYSt4,1.38596186604955
CYSTA,0.116234994267449
CYStec,0.0382903166162624
CYSTHRNaEx,0.369224810687389
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.00613264984874392
DMGtm,NaN
DOPAMT,0.817998955674905
DOPAt4_2_r,NaN
DOPAtu,0.0962610723387518
DOPAVESSEC,0.00886990412978303
DPGase,1.23291478764446
DPGM,1.23291478764446
DTTPtn,NaN
ECOAH12m,1.05912756943868
ECOAH1m,1.05912756943868
ECOAH9m,1.05912756943868
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,0.102307874911828
FKYNH,0.342099049985831
FORtr,NaN
FUMAC,0.142027307483139
FUMm,0.377581124767956
FUMSO3tm,0.0180954774710434
FUMSO4tm,0.0180954774710434
FUMtm,0.0180954774710434
FUMTSULtm,0.0180954774710434
G3PD2m,0.0785696159992809
G5SADrm,NaN
G5SDym,0.0921273145308027
G6PDH1rer,0.16977356779526
G6PDH2rer,0.249007426460493
G6PPer,0.305215532903357
G6Pter,0.204030977152739
GABAVESSEC,0.00881929371877285
GACMTRc,0.672603843488622
GCC2am,0.000722086494404907
GCC2bim,0.000722086494404907
GCC2cm,0.000722086494404907
GCCam,0.000722086494404907
