Var1,PDX-3693_cluster_0
2AMACHYD,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HCO3_NAt,0.000481869692240304
2OXOADOXm,0.206339567854274
2OXOADPTm,NaN
34DHPHEt,NaN
34HPPOR,NaN
3AIBTm,0.0894172115296852
3AIBtmi,0.0894172115296852
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.0749633977780255
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.0858615673321292
3SALAOX,NaN
3SALATAi,0.0442473539037675
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0894172115296852
ABUTt4_2_r,0.00176475493888545
ACACT10m,0.157714111155005
ACACt2m,NaN
ACALDtm,NaN
ACETONEt2,0.0101842482884725
ACETONEt2m,NaN
ACGSm,NaN
ACITL,0.294036922476641
ACOAD10m,0.626904386209279
ACOAD8m,0.0794228607319235
ACOAD9m,0.626904386209279
ACOAHi,NaN
ACONTm,0.206059150836938
ACSm,NaN
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,NaN
ADK3,NaN
ADK3m,NaN
ADMDC,0.558819426874804
ADNt,0.0479309992274133
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.206339567854274
AKGMALtm,0.190751219683183
AKGt4_3,0.00340532938518176
AKGtp,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.0456949639611128
ALAGLNexR,0.186360155966708
ALAGLNNaEx,NaN
ALAGLYexR,0.186360155966708
ALASERNaEx,0.0456949639611128
ALASm,0.18440825576947
ALAt4,1.12356575427017
ALATA_L,0.00920106257062133
ALATHRNaEx,0.0456949639611128
ALAtN1,0.0601028763060647
ALDD2xm,0.0101072908780439
ALDD2y,0.0303796431943169
ALR2,0.146263076764781
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0613770545649577
ARGNm,NaN
ARGt4,NaN
ARGtm,0.000393163745965415
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.0544326602049717
ASNSERNaEx,NaN
ASNt4,1.12356575427017
ASNTHRNaEx,NaN
ASNtN1,0.0601028763060647
ASPGLUm,0.0858615673321292
ASPTAm,NaN
ATP1ter,NaN
ATPtm,NaN
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.15044623427093
CATp,0.15044623427093
CBPPer,0.126633251661329
CBPSam,NaN
CBPter,NaN
CHLP,NaN
CHLtm,NaN
CHOLD2m,0.0220780935653342
CHOLK,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt1,0.00896404659360404
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.000393163745965415
CITt4_2,NaN
CITtam,0.184839465481237
CITtbm,0.184839465481237
CK,NaN
CKc,0.186461563502264
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0388854717214902
CREATt4_2_r,0.0433643885502001
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.517556876186433
CYSALANaEx,0.0456949639611128
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.186360155966708
CYSGLYexR,0.186360155966708
CYSO,NaN
CYSSERNaEx,0.0456949639611128
CYSt4,1.12356575427017
CYSTA,0.0442473539037675
CYStec,NaN
CYSTHRNaEx,0.0456949639611128
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.0300141784657792
DMGtm,NaN
DOPAMT,0.051874812964986
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,NaN
DPGase,NaN
DPGM,NaN
DTTPtn,NaN
ECOAH12m,0.157714111155005
ECOAH1m,0.157714111155005
ECOAH9m,0.157714111155005
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,NaN
FKYNH,0.102371234810207
FORtr,NaN
FUMAC,0.00236647106646522
FUMm,0.0880229288818148
FUMSO3tm,NaN
FUMSO4tm,NaN
FUMtm,NaN
