Var1,pdx352_cluster_1
2AMACHYD,0.109981639090257
2AMADPTm,0.0411375174475103
2DR1PP,NaN
2HCO3_NAt,0.0036325937650529
2OXOADOXm,0.189972094681932
2OXOADPTm,0.0411375174475103
34DHPHEt,0.00159723720226651
34HPPOR,NaN
3AIBTm,0.0241452316643913
3AIBtmi,0.0241452316643913
3HAO,0.231523708767708
3HBCOAHLm,NaN
3HKYNAKGAT,0.177008801179239
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.148187845832476
3SALAOX,NaN
3SALATAi,0.204692702014406
3SALATAim,0.354016333665381
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,0.000434476304522704
5MTHFt2,0.0723903946683107
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.00272580845605349
ABTArm,0.0241452316643913
ABUTt4_2_r,0.00210470616957433
ACACT10m,1.07701032123579
ACACt2m,0.408587694733915
ACALDtm,NaN
ACETONEt2,0.408587694733915
ACETONEt2m,0.408587694733915
ACGSm,0.00935770585939811
ACITL,0.421284166771807
ACOAD10m,0.564415554661073
ACOAD8m,0.3328172291981
ACOAD9m,0.564415554661073
ACOAHi,NaN
ACONTm,0.717374547348794
ACSm,0.293463277393488
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.139861499008405
ACTNMO,0.139861499008405
ADCim,NaN
ADK1m,0.72581966795008
ADK3,0.000212808789715426
ADK3m,1.30197875371995
ADMDC,0.715752662273787
ADNt,0.118269228647892
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.189972094681932
AKGMALtm,0.78873030796814
AKGt4_3,0.00743337153585902
AKGtp,NaN
ALAASNNaEx,0.353417557862128
ALACYSNaEx,0.353417557862128
ALAGLNexR,0.00515489228089094
ALAGLNNaEx,0.353417557862128
ALAGLYexR,0.00515489228089094
ALASERNaEx,0.353417557862128
ALASm,0.393927584937335
ALAt4,1.46723716966695
ALATA_L,0.0488620535404976
ALATHRNaEx,0.353417557862128
ALAtN1,0.499658662363088
ALDD2xm,0.52694961879122
ALDD2y,0.859975432565176
ALR2,0.899864685809985
AMCOXO,NaN
AMETt2m,0.545379855833083
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0533613104006874
ARGNm,0.192126490294315
ARGt4,NaN
ARGtm,0.0528512379007802
ASNALANaEx,0.353417557862128
ASNCYSNaEx,0.353417557862128
ASNGLNNaEx,0.353417557862128
ASNS1,0.150562951877257
ASNSERNaEx,0.353417557862128
ASNt4,1.46723716966695
ASNTHRNaEx,0.353417557862128
ASNtN1,0.499658662363088
ASPGLUm,0.148187845832476
ASPTAm,0.354016333665381
ATP1ter,NaN
ATPtm,1.99671775579143
ATPtx,NaN
BALAVECSEC,0.00180344926317885
BETALDHxm,NaN
BHMT,0.00278661857843323
CATm,0.702006598840938
CATp,0.702006598840938
CBPPer,0.474084222911257
CBPSam,0.00351791348506874
CBPter,NaN
CHLP,0.155889412973488
CHLtm,NaN
CHOLD2m,NaN
CHOLK,0.178063056932654
CHOLt4,NaN
CHOLtu,0.122265279584209
CHSTEROLt1,0.32040263064004
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.0528512379007802
CITt4_2,NaN
CITtam,0.449526855404347
CITtbm,0.449526855404347
CK,0.000493110596490661
CKc,1.55181123083503
CLFORtex,NaN
CLHCO3tex2,0.077959336893184
CLOHtex2,0.077959336893184
CLOXAtex2,0.077959336893184
CO2ter,NaN
CO2tm,NaN
COAtm,0.114709722248675
CREATt4_2_r,0.192799387800388
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.519275872229191
CYSALANaEx,0.353417557862128
CYSASNNaEx,0.353417557862128
CYSGLNNaEx,0.353417557862128
CYSGLUexR,0.0987683109442514
CYSGLYexR,0.78157609997639
CYSO,0.0872213012946247
CYSSERNaEx,0.353417557862128
CYSt4,1.46723716966695
CYSTA,0.204692702014406
CYStec,0.108158510832255
CYSTHRNaEx,0.353417557862128
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
