Var1,pdx1058_cluster_2
2AMACHYD,NaN
2AMADPTm,0.0942419765403941
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.3634072742146
2OXOADPTm,0.0942419765403941
34DHPHEt,0.201828056042525
34HPPOR,NaN
3AIBTm,0.042106232090832
3AIBtmi,0.042106232090832
3HAO,0.164258159318553
3HBCOAHLm,NaN
3HKYNAKGAT,0.0744072042526467
3HLYTCL,0.00733414509803736
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.150013367678233
3SALAOX,NaN
3SALATAi,0.200379177798757
3SALATAim,0.545094503295644
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,0.0037996582513443
5MTHFt2,0.294308769621773
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.0649182894632173
ABTArm,0.042106232090832
ABUTt4_2_r,0.00270737375219468
ACACT10m,0.663782548756635
ACACt2m,0.377800004116533
ACALDtm,NaN
ACETONEt2,0.377800004116533
ACETONEt2m,0.377800004116533
ACGSm,0.0120153188688267
ACITL,0.714197463894549
ACOAD10m,0.445948738852146
ACOAD8m,0.266988823573851
ACOAD9m,0.445948738852146
ACOAHi,NaN
ACONTm,0.479140155308013
ACSm,0.28508287352993
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ADCim,NaN
ADK1m,0.851380755389717
ADK3,0.00423649755359745
ADK3m,1.25240465671112
ADMDC,1.03142973306023
ADNt,0.400529874688583
ADPtx,NaN
AGTim,0.0207278613089818
AGTix,NaN
AKGDm,0.3634072742146
AKGMALtm,0.920375939229722
AKGt4_3,0.00242289642311374
AKGtp,NaN
ALAASNNaEx,0.61844705099838
ALACYSNaEx,0.61844705099838
ALAGLNexR,0.00350091317635952
ALAGLNNaEx,0.61844705099838
ALAGLYexR,0.00350091317635952
ALASERNaEx,0.61844705099838
ALASm,0.357114343368974
ALAt4,0.891440016016653
ALATA_L,0.226189700882668
ALATHRNaEx,0.61844705099838
ALAtN1,0.82020642993187
ALDD2xm,0.389943772310567
ALDD2y,0.636751097559315
ALR2,0.962831202678736
AMCOXO,NaN
AMETt2m,0.436037767176134
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.143804510620026
ARGNm,0.348006027380298
ARGt4,NaN
ARGtm,0.10717893956699
ASNALANaEx,0.61844705099838
ASNCYSNaEx,0.61844705099838
ASNGLNNaEx,0.61844705099838
ASNS1,0.273517136223638
ASNSERNaEx,0.61844705099838
ASNt4,0.891440016016653
ASNTHRNaEx,0.61844705099838
ASNtN1,0.82020642993187
ASPGLUm,0.150013367678233
ASPTAm,0.545094503295644
ATP1ter,NaN
ATPtm,1.78028643767618
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,0.000562100903768017
CATm,0.477290520933952
CATp,0.477290520933952
CBPPer,0.469311980282219
CBPSam,0.0333642472667939
CBPter,NaN
CHLP,0.479364842863689
CHLtm,NaN
CHOLD2m,0.0386341761153775
CHOLK,0.250321823244521
CHOLt4,NaN
CHOLtu,0.0537815937524874
