Var1,pdx861_cluster_4
2AMACHYD,0.00480930998117449
2AMADPTm,0.110339512836726
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.293707732979342
2OXOADPTm,0.110339512836726
34DHPHEt,0.0410651985668944
34HPPOR,NaN
3AIBTm,0.238102448344544
3AIBtmi,0.238102448344544
3HAO,0.437787791407856
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.177371323440896
3SALAOX,NaN
3SALATAi,0.394973839734595
3SALATAim,0.550349907516723
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,0.208854744095799
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.238102448344544
ABUTt4_2_r,NaN
ACACT10m,0.891276810852654
ACACt2m,0.327707814423159
ACALDtm,NaN
ACETONEt2,0.327707814423159
ACETONEt2m,0.327707814423159
ACGSm,0.0243200395576142
ACITL,0.832396553682648
ACOAD10m,0.520895138502572
ACOAD8m,0.309895773319966
ACOAD9m,0.520895138502572
ACOAHi,NaN
ACONTm,0.744373065075872
ACSm,0.400631444783551
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.00920434307652833
ACTNMO,0.00920434307652833
ADCim,NaN
ADK1m,0.740315922355331
ADK3,NaN
ADK3m,1.50787131429436
ADMDC,0.485966121884677
ADNt,0.260192368644352
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.293707732979342
AKGMALtm,0.954348393330918
AKGt4_3,NaN
AKGtp,NaN
ALAASNNaEx,0.597731261965841
ALACYSNaEx,0.597731261965841
ALAGLNexR,0.004399265362434
ALAGLNNaEx,0.597731261965841
ALAGLYexR,0.004399265362434
ALASERNaEx,0.597731261965841
ALASm,0.534815848789487
ALAt4,1.13767270539008
ALATA_L,0.107392408974577
ALATHRNaEx,0.597731261965841
ALAtN1,0.514135632462983
ALDD2xm,0.558700399853919
ALDD2y,0.809840572334342
