Var1,PDX-3381_cluster_1
2AMACHYD,NaN
2AMADPTm,0.0789980399148429
2DR1PP,NaN
2HCO3_NAt,0.00391175056917264
2OXOADOXm,0.0625615149654229
2OXOADPTm,0.0789980399148429
34DHPHEt,0.017591393128147
34HPPOR,NaN
3AIBTm,0.0495804424863309
3AIBtmi,0.0495804424863309
3HAO,0.0076792557066416
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,NaN
3SALAOX,NaN
3SALATAi,0.109706160098807
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0495804424863309
ABUTt4_2_r,NaN
ACACT10m,0.235709901570397
ACACt2m,NaN
ACALDtm,NaN
ACETONEt2,0.00491343091433758
ACETONEt2m,NaN
ACGSm,NaN
ACITL,0.0824242253198891
ACOAD10m,0.309823264737668
ACOAD8m,NaN
ACOAD9m,0.309823264737668
ACOAHi,NaN
ACONTm,0.0626950938638081
ACSm,0.0579644733327715
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0103348779135986
ACTNMO,0.0103348779135986
ADCim,NaN
ADK1m,0.293581821216161
ADK3,NaN
ADK3m,NaN
ADMDC,0.266589759123128
ADNt,0.147678921334719
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.0625615149654229
AKGMALtm,0.017073524013326
AKGt4_3,0.024796004201669
AKGtp,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.0236861554850989
ALAGLNexR,0.955950636087972
ALAGLNNaEx,NaN
ALAGLYexR,0.955950636087972
ALASERNaEx,0.0236861554850989
ALASm,0.0879353934981148
ALAt4,0.585668382289655
ALATA_L,0.00742897626889102
ALATHRNaEx,0.0236861554850989
ALAtN1,0.107549424413318
ALDD2xm,0.211649442214847
ALDD2y,0.00233972414999324
ALR2,NaN
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0256559909047449
ARGNm,0.150181956808357
ARGt4,NaN
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.107958678779302
ASNSERNaEx,NaN
ASNt4,0.585668382289655
ASNTHRNaEx,NaN
ASNtN1,0.107549424413318
ASPGLUm,NaN
ASPTAm,NaN
ATP1ter,NaN
ATPtm,NaN
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPPer,NaN
CBPSam,NaN
CBPter,NaN
CHLP,0.403841085964814
CHLtm,NaN
CHOLD2m,NaN
CHOLK,0.168996838455581
CHOLt4,NaN
CHOLtu,0.0375372938510469
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,NaN
CITtbm,NaN
CK,0.0133090103866861
CKc,1.10265223495662
CLFORtex,NaN
CLHCO3tex2,0.0124094400637071
CLOHtex2,0.0124094400637071
CLOXAtex2,0.0124094400637071
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.126061060233042
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,NaN
CYSALANaEx,0.0236861554850989
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.955950636087972
CYSGLYexR,0.955950636087972
CYSO,NaN
CYSSERNaEx,0.0236861554850989
CYSt4,0.585668382289655
CYSTA,0.109706160098807
CYStec,NaN
CYSTHRNaEx,0.0236861554850989
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.00241119639181039
DMGtm,NaN
DOPAMT,0.750102285186158
DOPAt4_2_r,NaN
DOPAtu,0.0375372938510469
DOPAVESSEC,NaN
DPGase,1.06339348841678
DPGM,1.06339348841678
DTTPtn,NaN
ECOAH12m,NaN
ECOAH1m,NaN
ECOAH9m,NaN
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,0.0319740497575635
FKYNH,0.178203046719051
FORtr,NaN
FUMAC,NaN
FUMm,0.262660100439783
FUMSO3tm,0.017073524013326
FUMSO4tm,0.017073524013326
FUMtm,0.017073524013326
FUMTSULtm,0.017073524013326
G3PD2m,NaN
G5SADrm,NaN
G5SDym,0.0654992079773151
G6PDH1rer,0.057907571673722
G6PDH2rer,0.057907571673722
G6PPer,NaN
G6Pter,0.0567627010236987
GABAVESSEC,NaN
GACMTRc,NaN
GCC2am,0.0230700415833032
GCC2bim,0.0230700415833032
GCC2cm,0.0230700415833032
GCCam,0.0230700415833032
GCCbim,0.0230700415833032
GCCcm,0.0230700415833032
GHMT2rm,NaN
GLCMter,NaN
GLCt1r,0.221761898329372
GLCt2_2,NaN
GLCter,NaN
GLCURter,NaN
GLNALANaEx,NaN
GLNASNNaEx,NaN
GLNCYSNaEx,NaN
GLNSERNaEx,NaN
GLNTHRNaEx,NaN
GLNtm,NaN
GLNtN1,0.107549424413318
GLU5Km,0.0654992079773151
GLUDC,0.000171699643354206
GLUDxm,NaN
GLUDym,NaN
GluForTx,0.0010281936813365
GLUNm,0.334117807804004
GLUt2m,0.0829155763049665
GLUTCOADHm,0.0950196875423631
GLUVESSEC,0.0350605079986374
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.116872407269993
GLYATm,0.0879353934981148
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYCLTDy,NaN
GLYOp,NaN
GLYt4,0.585668382289655
GLYt7_211_r,NaN
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GNDer,NaN
GNMT,0.000246968942091746
GTHO,NaN
GTHOm,NaN
GTHP,2.24452759982908
GTHPm,0.946796151425909
GTHRDt,NaN
GULNDer,NaN
GULNter,NaN
H2CO3Dm,0.0502054131904836
H2O2syn,0.0223851088256411
H2O2t,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Oter,NaN
H2Otm,NaN
H2Otp,NaN
HACD1m,NaN
HACD9m,0.0355165174970513
HCO3_CLt,0.129367623313823
HGNTOR,NaN
HIBDm,0.158358477946261
HISDC,NaN
HISt4,0.585668382289655
HISTAtu,0.0375372938510469
HISTAVESSEC,NaN
HIStiDF,0.000832789194057969
HIStN1,NaN
HKYNH,NaN
HMGCOASim,NaN
HMGCOAtm,NaN
HMGLm,0.126657200874487
HOMt4,0.0393413074300898
Htr,NaN
Htx,NaN
ICDHxm,NaN
ICDHy,0.124090842738309
ICDHyrm,0.449520195669988
ILEt4,NaN
ILEt5m,NaN
ILETAm,NaN
ILEtec,0.133998596136842
KCC2t,0.0740659086869153
KYN3OX,NaN
KYNAKGAT,NaN
KYNATESYN,NaN
LEUt4,0.955950636087972
LEUt5m,NaN
LEUTAm,NaN
LEUtec,0.133998596136842
L_LACDcm,NaN
LYSt4,0.0375372938510469
LYStiDF,0.0393413074300898
LYStm,NaN
MACACI,0.187993641833172
MALSO3tm,0.017073524013326
MALSO4tm,0.017073524013326
MALtm,0.017073524013326
MALTSULtm,0.017073524013326
MDHm,NaN
ME1m,0.258469324011136
ME2,0.029792426064994
ME2m,0.258469324011136
MELATNOX,0.0189882447285687
METAT,0.652597407865174
METLEUex,0.0768445838544079
METS,0.318575531682547
METt4,0.585668382289655
METtec,0.133998596136842
MGSA,NaN
MGSA2,NaN
MMMm,0.146519805044484
MMSAD1m,0.093975448549506
MMTSADm,NaN
MTHGXLt,NaN
NADHtpu,NaN
NADHtru,NaN
NADPHtru,NaN
NADPtru,NaN
NADtru,NaN
NAHCO3_HCLt,0.0114843027310117
NAt,0.12167698811904
NAt5,NaN
NCCt,NaN
NDPK1m,0.0728405952617964
NH4t3r,NaN
NH4tp,NaN
NKCC2t,0.0143047864548862
NRPPHRt4_2_r,NaN
NRPPHRtu,0.00095104963025626
NRPPHRVESSEC,NaN
O2St,NaN
O2Stm,NaN
O2Stn,NaN
O2Stx,NaN
O2ter,NaN
O2tm,NaN
O2tn,NaN
O2tp,NaN
OCBTm,NaN
OIVD1m,0.138781037092592
OIVD2m,0.138781037092592
OIVD3m,0.138781037092592
ORNt3m,NaN
ORNt4m,NaN
ORNTArm,NaN
ORNtiDF,0.0393413074300898
OXAHCOtex,0.0788706697263371
P5CDm,NaN
P5CRm,0.227609258884674
P5CRxm,0.227609258884674
PCLAD,NaN
PCm,NaN
PCREATtmdiffir,NaN
PDHm,0.0625615149654229
PEPCK,NaN
PEPCKm,NaN
PGCD,1.00008812722038
PGLer,0.057907571673722
PHEt4,0.585668382289655
PHETA1m,NaN
PHEtec,0.133998596136842
PIter,0.0567627010236987
PPAm,NaN
PPItr,NaN
PROD2m,NaN
PROt4,0.585668382289655
PROtm,NaN
PSSA1_hs,NaN
PSt3,NaN
PTRCOX1,NaN
PYRt2m,NaN
PYRt2p,0.00491343091433758
SACCD3m,0.0430815606651937
SACCD4m,0.0430815606651937
SAMHISTA,0.144286182394032
SARCOXp,0.00261241967296776
SARCStm,NaN
SARCStp,NaN
SARDHm,0.0307940699379234
SERALANaEx,0.0236861554850989
SERASNNaEx,NaN
SERCYSNaEx,0.0236861554850989
SERDGLNexR,0.955950636087972
SERDGLYexR,0.955950636087972
SERGLNexR,0.955950636087972
SERGLNNaEx,NaN
SERGLYexR,0.955950636087972
SERHL,NaN
SERLYSNaex,NaN
SERt4,0.585668382289655
SERTHRNaEx,0.0236861554850989
SERtN1,0.107549424413318
SO4CLtex2,0.0124094400637071
SO4HCOtex,0.0788706697263371
SO4OXAtex2,0.0124094400637071
SO4t4_2,NaN
SPHMYLNtl,NaN
SPMDOX,NaN
