Var1,pdx861_cluster_2
2AMACHYD,0.0101145294411823
2AMADPTm,0.121392099871113
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.301519424618751
2OXOADPTm,0.121392099871113
34DHPHEt,0.0476773034409052
34HPPOR,NaN
3AIBTm,0.055603209674316
3AIBtmi,0.055603209674316
3HAO,0.258747868958095
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.179973213717335
3SALAOX,NaN
3SALATAi,0.234559900286965
3SALATAim,0.543184967268142
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,0.296460616440813
AACTOOR,0.013458069053737
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.055603209674316
ABUTt4_2_r,0.0116460088215182
ACACT10m,0.939369073268198
ACACt2m,0.377664146382646
ACALDtm,NaN
ACETONEt2,0.377664146382646
ACETONEt2m,0.377664146382646
ACGSm,0.0256379372797005
ACITL,0.594834156852859
ACOAD10m,0.564513648356508
ACOAD8m,0.252347650761212
ACOAD9m,0.564513648356508
ACOAHi,NaN
ACONTm,0.750057831601833
ACSm,0.352135795462495
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0326296370469024
ACTNMO,0.0326296370469024
ADCim,NaN
ADK1m,0.928066701054257
ADK3,NaN
ADK3m,1.47177768293833
ADMDC,0.737595545449442
ADNt,0.579751149627826
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.301519424618751
AKGMALtm,1.07082054647671
AKGt4_3,0.0325066782227933
AKGtp,NaN
ALAASNNaEx,0.689353291398305
ALACYSNaEx,0.689353291398305
ALAGLNexR,0.044740415743003
ALAGLNNaEx,0.689353291398305
ALAGLYexR,0.044740415743003
ALASERNaEx,0.689353291398305
ALASm,0.521996633310144
ALAt4,0.993846302430283
ALATA_L,0.161896671550582
ALATHRNaEx,0.689353291398305
ALAtN1,0.505095507738322
ALDD2xm,0.651412836190015
ALDD2y,0.740473738343377
ALR2,0.981334316930419
AMCOXO,NaN
AMETt2m,0.488500048709378
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.160205058325717
ARGNm,0.610667775812099
ARGt4,NaN
ARGtm,0.0372778103138145
ASNALANaEx,0.689353291398305
ASNCYSNaEx,0.689353291398305
ASNGLNNaEx,0.689353291398305
ASNS1,0.235457201200619
ASNSERNaEx,0.689353291398305
ASNt4,0.993846302430283
ASNTHRNaEx,0.689353291398305
ASNtN1,0.505095507738322
ASPGLUm,0.179973213717335
ASPTAm,0.543184967268142
ATP1ter,NaN
ATPtm,2.34917585857041
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.254031495030235
CATp,0.254031495030235
CBPPer,0.800819695703022
CBPSam,NaN
CBPter,NaN
CHLP,0.400841847064441
CHLtm,NaN
CHOLD2m,0.0491400672205644
CHOLK,0.297784022860679
CHOLt4,NaN
CHOLtu,0.0437688456586107
CHSTEROLt1,0.406181764722384
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,0.0372778103138145
CITt4_2,NaN
CITtam,0.875512306392644
CITtbm,0.875512306392644
CK,NaN
CKc,1.50125684206573
CLFORtex,NaN
CLHCO3tex2,0.136968109080094
CLOHtex2,0.136968109080094
CLOXAtex2,0.136968109080094
CO2ter,NaN
CO2tm,NaN
COAtm,0.187800005065251
CREATt4_2_r,0.150378669549014
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,0.445546766498718
CYSALANaEx,0.689353291398305
CYSASNNaEx,0.689353291398305
CYSGLNNaEx,0.689353291398305
CYSGLUexR,0.163120707864418
CYSGLYexR,0.938358242871661
CYSO,0.201441562990101
CYSSERNaEx,0.689353291398305
CYSt4,0.993846302430283
CYSTA,0.234559900286965
CYStec,0.037692178429176
CYSTHRNaEx,0.689353291398305
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.0105298832279524
DMGtm,NaN
DOPAMT,0.795028826650527
DOPAt4_2_r,NaN
DOPAtu,0.0437688456586107
DOPAVESSEC,NaN
DPGase,1.54177576655327
DPGM,1.54177576655327
DTTPtn,NaN
ECOAH12m,0.939369073268198
ECOAH1m,0.939369073268198
ECOAH9m,0.939369073268198
EX_34dhphe_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_acetone_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_creat_e,NaN
EX_dopa_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_hista_e,NaN
EX_lnlc_e,NaN
EX_mthgxl_e,NaN
EX_o2s_e,NaN
EX_oxa_e,NaN
EX_ps_hs_e,NaN
EX_tsul_e,NaN
FADH2tru,NaN
FADtru,NaN
FALDtm,NaN
FDH,0.646493402959567
FKYNH,0.438530055484643
FORtr,NaN
FUMAC,0.0355260638229
FUMm,0.600083155026868
FUMSO3tm,0.367843352544452
FUMSO4tm,0.367843352544452
FUMtm,0.367843352544452
FUMTSULtm,0.367843352544452
G3PD2m,0.220719959269991
G5SADrm,NaN
G5SDym,0.248859153627133
G6PDH1rer,0.223067981700735
G6PDH2rer,0.540874406375099
G6PPer,0.800819695703022
G6Pter,0.499713797864407
GABAVESSEC,NaN
GACMTRc,1.02482434389197
GCC2am,0.00539261735651761
GCC2bim,0.00539261735651761
GCC2cm,0.00539261735651761
GCCam,0.00539261735651761
GCCbim,0.00539261735651761
GCCcm,0.00539261735651761
GHMT2rm,0.861227455687982
GLCMter,NaN
GLCt1r,1.08042038091815
GLCt2_2,NaN
GLCter,NaN
GLCURter,NaN
GLNALANaEx,0.689353291398305
GLNASNNaEx,0.689353291398305
GLNCYSNaEx,0.689353291398305
GLNSERNaEx,0.689353291398305
GLNTHRNaEx,0.689353291398305
GLNtm,NaN
GLNtN1,0.505095507738322
GLU5Km,0.248859153627133
GLUDC,NaN
GLUDxm,0.50062578263287
GLUDym,0.50062578263287
GluForTx,0.027513528843667
GLUNm,0.14177445552517
GLUt2m,0.179973213717335
GLUTCOADHm,0.590847431810271
GLUVESSEC,1.13026169075294
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.236735262682199
GLYATm,0.521996633310144
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYCLTDy,0.939666832005899
GLYOp,NaN
GLYt4,0.993846302430283
GLYt7_211_r,0.0935547739047564
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GNDer,1.04249751768666
GNMT,0.00738727304290184
GTHO,0.336586712550456
GTHOm,0.336586712550456
GTHP,1.8040754217268
GTHPm,1.75272982968203
GTHRDt,NaN
GULNDer,NaN
GULNter,NaN
H2CO3Dm,0.0453148417454964
H2O2syn,0.193880607920259
H2O2t,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Oter,NaN
H2Otm,NaN
H2Otp,NaN
HACD1m,0.988091253574393
HACD9m,0.988091253574393
HCO3_CLt,0.391674153376629
HGNTOR,NaN
HIBDm,0.480762183617671
HISDC,NaN
HISt4,0.993846302430283
HISTAtu,0.0437688456586107
HISTAVESSEC,NaN
HIStiDF,0.0127154989593253
HIStN1,0.0233176972014847
HKYNH,NaN
HMGCOASim,NaN
HMGCOAtm,NaN
HMGLm,0.406424794107389
HOMt4,0.135668881540512
Htr,NaN
Htx,NaN
ICDHxm,0.206401860721996
ICDHy,0.366475934492887
ICDHyrm,1.18131947709836
ILEt4,NaN
ILEt5m,NaN
ILETAm,0.433532658036437
ILEtec,0.037692178429176
KCC2t,0.19297461184731
KYN3OX,0.475565443683997
KYNAKGAT,NaN
KYNATESYN,NaN
LEUt4,0.938358242871661
LEUt5m,NaN
LEUTAm,0.433532658036437
LEUtec,0.037692178429176
L_LACDcm,0.13890361202337
LYSt4,0.0437688456586107
LYStiDF,0.135668881540512
LYStm,0.0372778103138145
MACACI,0.498139857751967
MALSO3tm,0.367843352544452
MALSO4tm,0.367843352544452
MALtm,0.367843352544452
MALTSULtm,0.367843352544452
MDHm,1.34975617248698
ME1m,0.214774766282118
ME2,0.0656149748650055
ME2m,0.214774766282118
MELATNOX,0.0211855158112634
METAT,0.746206792484853
METLEUex,0.163120707864418
METS,0.25924131909097
METt4,0.993846302430283
METtec,0.037692178429176
MGSA,NaN
MGSA2,NaN
MMMm,0.294542105564366
MMSAD1m,0.456334414690513
MMTSADm,NaN
MTHGXLt,NaN
NADHtpu,NaN
NADHtru,NaN
NADPHtru,NaN
NADPtru,NaN
NADtru,NaN
NAHCO3_HCLt,0.0640259184823367
NAt,0.0989396631103631
NAt5,0.154467310394431
NCCt,NaN
NDPK1m,1.63177500724591
NH4t3r,NaN
NH4tp,NaN
NKCC2t,0.0496859734474524
NRPPHRt4_2_r,NaN
NRPPHRtu,NaN
NRPPHRVESSEC,NaN
O2St,NaN
O2Stm,NaN
O2Stn,NaN
O2Stx,NaN
O2ter,NaN
O2tm,NaN
O2tn,NaN
O2tp,NaN
OCBTm,NaN
OIVD1m,0.0443522555639701
OIVD2m,0.0443522555639701
OIVD3m,0.0443522555639701
ORNt3m,0.0372778103138145
ORNt4m,0.0372778103138145
ORNTArm,0.199703534711393
ORNtiDF,0.135668881540512
OXAHCOtex,0.114079834014622
P5CDm,0.127678135126388
P5CRm,0.599048099479488
P5CRxm,0.599048099479488
PCLAD,NaN
PCm,0.113281149632836
PCREATtmdiffir,NaN
PDHm,0.299088247239037
PEPCK,NaN
PEPCKm,0.121295715517177
