Var1,PDX-3381_cluster_3
2AMACHYD,NaN
2AMADPTm,0.094173735115481
2DR1PP,NaN
2HCO3_NAt,0.00508847095464405
2OXOADOXm,0.0973305619174713
2OXOADPTm,0.094173735115481
34DHPHEt,0.0760098222251001
34HPPOR,NaN
3AIBTm,0.0984411101592214
3AIBtmi,0.0984411101592214
3HAO,0.0159672424099163
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,NaN
3SALAOX,NaN
3SALATAi,0.1730570490423
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5AOPtm,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0984411101592214
ABUTt4_2_r,NaN
ACACT10m,0.259197327788723
ACACt2m,NaN
ACALDtm,NaN
ACETONEt2,0.0361574929991835
ACETONEt2m,NaN
ACGSm,NaN
ACITL,0.285074081781663
ACOAD10m,0.562745326522149
ACOAD8m,NaN
ACOAD9m,0.562745326522149
ACOAHi,NaN
ACONTm,0.113413467219001
ACSm,0.0967688098451809
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.00477270744740963
ACTNMO,0.00477270744740963
ADCim,NaN
ADK1m,0.36633572652936
ADK3,0.00170993842184544
ADK3m,NaN
ADMDC,0.376011014298389
ADNt,0.41912140885466
ADPtx,NaN
AGTim,NaN
AGTix,NaN
AKGDm,0.0973305619174713
AKGMALtm,0.139394491195287
AKGt4_3,0.0129979255756265
AKGtp,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.059579271283981
ALAGLNexR,0.920519073385942
ALAGLNNaEx,NaN
ALAGLYexR,0.920519073385942
ALASERNaEx,0.059579271283981
ALASm,0.135994343459606
ALAt4,0.626134187139963
ALATA_L,0.0134900436589592
ALATHRNaEx,0.059579271283981
ALAtN1,0.159273240597625
ALDD2xm,0.152927564594306
ALDD2y,0.00148464239349491
ALR2,NaN
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
ARGLYSex,0.0394454016203159
ARGNm,0.182601469715959
ARGt4,NaN
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.210838512860631
ASNSERNaEx,NaN
ASNt4,0.626134187139963
ASNTHRNaEx,NaN
ASNtN1,0.159273240597625
ASPGLUm,NaN
ASPTAm,NaN
ATP1ter,NaN
ATPtm,NaN
ATPtx,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPPer,NaN
CBPSam,NaN
CBPter,NaN
CHLP,0.264351505864608
CHLtm,NaN
CHOLD2m,NaN
CHOLK,0.221196110134846
CHOLt4,NaN
CHOLtu,0.034926514994157
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,NaN
CITtbm,NaN
CK,0.0351614165855081
CKc,1.39885344599423
CLFORtex,NaN
CLHCO3tex2,0.0624595787082063
CLOHtex2,0.0624595787082063
CLOXAtex2,0.0624595787082063
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.0961675449029395
CREATtmdiffir,NaN
CRTNsyn,NaN
CSm,NaN
CYSALANaEx,0.059579271283981
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.920519073385942
CYSGLYexR,0.920519073385942
CYSO,NaN
CYSSERNaEx,0.059579271283981
CYSt4,0.626134187139963
CYSTA,0.1730570490423
CYStec,NaN
CYSTHRNaEx,0.059579271283981
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DMGDHm,0.00134655068579473
DMGtm,NaN
DOPAMT,0.288835578549065
