Var1_1,Var1
10FTHFtm,-0.488327097124917
2HBO,1.01932698075828e-20
2HBt2,-100
2OXOADOXm,-0
34DHOXPEGOX,-0
34DHPHAMT,-0
3DSPHR,0.0559211999104536
3HPCOAHYD,-0
3MOBt2im,0
3MOPt2im,0
3NTD7l,-0
3SALAASPm,0
3SALATAi,0
3SALATAim,-0
4MOPt2im,100
5ADTSTSTERONEGLCte,-0
5HOXINDACTOXm,-0
5HTRPVESSEC,-0
ABUTD,0
ACACT10m,30.930738048092
ACACT1r,0
ACACT1rm,22.6657736303865
ACACT1x,0
ACACt2,-100
ACACt2m,-99
ACCOAC,0
ACCOAgt,0
ACCOAtr,0
ACETONEt2,-0
ACETONEt2m,-0
ACGAM6PSi,0
ACGAMK,-0
ACGAMPM,0
ACITL,0
ACNAM9PL,0
ACNAM9PL2,0
ACNAMlt,-0
ACOAD10m,30.930738048092
ACOAD1fm,0
ACOAD8m,75.3342263696135
ACOAD9m,0
ACOAO7p,-0
ACONT,100
ACONTm,1.00000000000004
ACP1_FMN,0
ACRNtm,0
ACS,0
ACYP,0
ADA,24.1858222812701
ADAe,0
ADEt,-75.5975878053972
ADK1,100
ADK1m,100
ADK3,-65.2993101673055
ADK3m,-98
ADKd,100
ADMDC,0.0559243979660359
ADNK1,0.174429946592487
ADNt,100
ADPGLC,-0
ADPMAN,-0
ADPRDP,-0
ADPT,0
ADRNCPT1,0
ADRNLPVESSEC,-0
ADSELK,0
ADSK,0
ADSL1,0
ADSL2,0
ADSS,0
AGPAT1,0
AGPRim,-0
AHANDROSTANGLCte,-0
AHC,0
AHEXASE2ly,0
AHEXASEly,0
AICART,0
AIRCr,0
AKGDm,0
AKGMALtm,-100
ALAASNNaEx,0
ALACYSNaEx,0
ALADGLNexR,100
ALADGLYexR,-77.7325794246464
ALAGLNexR,100
ALAGLNNaEx,0
ALAGLYexR,-100
ALAR,20.8362044489122
ALASERNaEx,0
ALASm,0
ALAt4,0
ALATA_L,-21.4532245007207
ALATHRNaEx,99
ALCD1,-0.862506052838066
ALCD21_D,0
ALCD21_L,91.3338086419962
ALCD22_D,0
ALCD22_L,91.3338086419962
ALCD2if,0
ALCD2yf,0
ALDD20x,-0
ALDD20xm,-0
ALDD21,-0
ALDD2x,0
ALDD2xm,-0
ALDD2y,0
ALR2,91.3338086419961
ALR3,91.3338086419962
AMANK,0
AMETt2m,0.475342991461184
AMPDA,0.00292462182994968
AMY1e,-0
AMY2e,-0
ANDRSTRNGLCte,-0
ARABR,0
ARACHCPT1,0
ARGLYSex,0
ARGN,0
ARGNm,0.851066551536682
ARGtiDF,100
ARGtm,0.851066551536682
ASAH1,0
ASCBt4,-100
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASPCTr,0
ASPDt6,-0
ASPGLUm,0
ASPt6,0
ASPTA,-0.1276567846749
ASPTAm,0
ATPasel,0
ATPS4m,71.1471790973897
ATPtm,62.9484295371223
B_MANNASEly,0
BACCL,0
BACCLm,0
BAMPPALDOX,-0
BAMPPALDOXm,0
BDHm,1.00000000000003
BHBtm,1.00000000000003
BILDGLCURte,0
BILGLCURte,0
BILIRED,0
BPNT,-0
BPNT2,0
BTND1,-0
BTND1n,-0
BTNDe,0.893613483002316
BTNDm,-0
BTNPL,-0
BTNPLm,-0
BTNt2,0
BTNt2m,0
BTNt3i,0
BUTt2m,0
BUTt2r,2.00000000000001
C160CPT1,0
C160CPT2,-0
C161CPT1,0
C161CPT12,0
C180CPT1,0
C181CPT1,0
C204CPT1,0
C226CPT1,-0
C2M26DCOAHLm,-0
C2M26DCOAHLx,-0
C3STDH1Pr,0
C3STDH1r,0
C3STKR2r,-0
C4STMO1r,0
C4STMO2Pr,0
C4STMO2r,0
CAATPS,-0
CAMPt,0
CAT2p,0
CATm,0
CATp,-0
CBPPer,0
CBPS,0
CBR1,-0
CBR2,0
CDIPTr,0.0745626658991321
CDPDAGtm,-0.158447663820395
CDS,0
CDSm,0.158447663820395
CEPTC,0
CEPTE,0.177089129809073
CERK,0
CERT1gt,0
CERT1rt,0
CERT2gt,0
CERT2rt,0
CGMPt,0
CHLPCTD,0
CHLtm,-0.158447663820395
CHOLK,0.177089129809073
CHOLtu,0.568543925293413
CITL,0
CITRtm,0
CITtam,-100
CITtbm,0
CK,100
CKc,-100
CLPNDCPT1,-0
CLS_hs,0.0372829319773572
CMPSAS,0
CMPSASn,-0
CO2tm,61.743703091695
COAtl,0
COAtm,22.1194698677866
CPCTDTX,-0
CREATt4_2_r,0
CREATtmdiffir,100
CRNt,50.1592680065595
CSm,0
CSNATm,0
CSNATr,0
CTPS1,0.124839297707015
CTPS2,0
CYOOm2,0
CYOR_u10m,72.5012105676133
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSSERNaEx,0
CYSt4,0
