Var1,pdx1057_cluster_2
2AMACHYD,NaN
2AMADPTm,0.278428106844756
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.146649580286136
2OXOADPTm,0.278428106844756
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.219227991793842
3AIBtm,0.219227991793842
3HAO,0.111840696458976
3HBCOAHLm,NaN
3HKYNAKGAT,0.0371525404564481
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.125827568189628
3SALATAi,0.0900385140495304
3SALATAim,0.180202954468898
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,0.0778171544769914
AACOAT,0.0860047320372502
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.0123329531184349
ABTArm,0.219227991793842
ABUTD,0.479671608007801
ABUTt2r,0.0400769779375915
ABUTt4_2_r,0.0886529235463243
ACACT10m,0.778181043816202
ACACT1r,0.253834312775389
ACACt2,0.115069976624203
ACACt2m,0.115069976624203
ACETONEt2,0.202384111189687
ACETONEt2m,0.115069976624203
ACITL,0.225385163109188
ACOAD10m,0.350955921812618
ACOAD9m,0.350955921812618
ACOAHi,NaN
ACONT,0.166307833973682
ACONTm,0.700606763610281
ACS,0.151392975498916
ACSm,0.0327399644489853
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0872857292609518
ACTNMO,0.0872857292609518
ACYP,0.419407221990632
ADCim,NaN
ADEt,0.00707617451733563
ADK1,0.609135096770874
ADK1m,0.609135096770874
ADK3,NaN
ADK3m,0.89708256608238
ADMDC,0.905590674783741
ADNK1,0.346749000449737
ADPT,1.02641743964676
ADPtx,NaN
AGTim,NaN
AHC,0.878626208001234
AKGDm,0.146649580286136
AKGMALtm,0.652338603175282
AKGt4_3,0.0035692621175781
ALAASNNaEx,0.0768415074415784
ALACYSNaEx,0.331594982639084
ALAGLNexR,0.535788125608343
ALAGLNNaEx,0.0768415074415784
ALAGLYexR,0.535788125608343
ALASERNaEx,0.331594982639084
ALAt2r,0.0400769779375915
ALAt4,1.13143560056858
ALATA_L,0.120546011267755
ALATHRNaEx,0.331594982639084
ALAtN1,0.394789006805653
AMCOXO,NaN
AMETt2m,0.301796960317714
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.219227991793842
ARGLYSex,0.00495079389983063
ARGN,0.0300557581552488
ARGNm,0.0300557581552488
ARGt4,NaN
ARGtiDF,0.34007295770434
ARGtm,0.0194887429448129
ASNALANaEx,0.0768415074415784
ASNCYSNaEx,0.0768415074415784
ASNGLNNaEx,0.0768415074415784
ASNS1,0.105788286747181
ASNSERNaEx,0.0768415074415784
ASNt4,1.13143560056858
ASNTHRNaEx,0.0768415074415784
ASNtN1,0.394789006805653
ASPGLUm,0.125827568189628
ASPTA,0.0900385140495304
ASPTAm,0.180202954468898
ATP1ter,NaN
ATPS4m,0.129220955164749
ATPtm,2.12164555462343
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,0.00548703759408436
CATm,0.443492847936559
CATp,0.443492847936559
CBPS,0.225283120782785
CBPSam,0.0339637898161562
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,0.0573407692601517
CHSTEROLt,0.124000232376642
CHSTEROLt1,0.262194992984328
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.0715526705903689
CITRtm,0.0194887429448129
CITt4_2,NaN
CITtam,0.383987519454514
CITtbm,0.383987519454514
CK,NaN
CKc,0.951903528256556
CLFORtex,NaN
CLHCO3tex2,0.0274742582598165
CLOHtex2,0.0274742582598165
CLOXAtex2,0.0274742582598165
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.120788156727312
CREATt4_2_r,0.132057959183309
CREATtmdiffir,NaN
CSm,0.421680101561969
CTPS1,0.193014496210685
