Var1,PDX-3776_cluster_1
2AMACHYD,0.00415133233323242
2AMADPTm,0.162668610217445
2DR1PP,NaN
2HCO3_NAt,0.00614084957186321
2OXOADOXm,NaN
2OXOADPTm,0.162668610217445
34HPPOR,0.00216769105331464
3AIBt,NaN
3AIBTm,0.121853801403007
3AIBtm,0.121853801403007
3HAO,0.138195537566913
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.033750269279787
3SALATAi,0.0900695206117675
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,0.00259087586568462
5MTHFt2,NaN
AACOAT,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.121853801403007
ABUTD,NaN
ABUTt2r,NaN
ABUTt4_2_r,0.000148944575527702
ACACT10m,NaN
ACACT1r,0.24392705629909
ACACt2,0.257781689431556
ACACt2m,0.257781689431556
ACETONEt2,0.257781689431556
ACETONEt2m,0.257781689431556
ACITL,NaN
ACOAD10m,NaN
ACOAD9m,NaN
ACOAHi,NaN
ACONT,0.17826054470068
ACONTm,0.17826054470068
ACS,0.0755392909896645
ACSm,NaN
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0989443657712804
ACTNMO,0.0989443657712804
ACYP,0.152983766745287
ADCim,NaN
ADEt,NaN
ADK1,0.0948971228843385
ADK1m,0.293993341087392
ADK3,0.00926915176137529
ADK3m,NaN
ADMDC,0.54416693777147
ADNK1,NaN
ADPT,1.40585036304864
ADPtx,NaN
AGTim,NaN
AHC,NaN
AKGDm,NaN
AKGMALtm,NaN
AKGt4_3,0.0266010846585186
ALAASNNaEx,NaN
ALACYSNaEx,NaN
ALAGLNexR,0.708338739896061
ALAGLNNaEx,NaN
ALAGLYexR,0.708338739896061
ALASERNaEx,NaN
ALAt2r,NaN
ALAt4,1.41430856633668
ALATA_L,NaN
ALATHRNaEx,NaN
ALAtN1,0.113044807743846
AMCOXO,NaN
AMETt2m,0.212201241018119
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.121853801403007
ARGLYSex,0.0485548929809922
ARGN,0.0876969140154695
ARGNm,0.0876969140154695
ARGt4,NaN
ARGtiDF,0.081138764555105
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,NaN
ASNSERNaEx,NaN
ASNt4,1.41430856633668
ASNTHRNaEx,NaN
ASNtN1,0.113044807743846
ASPGLUm,0.033750269279787
ASPTA,0.0900695206117675
ASPTAm,NaN
ATP1ter,NaN
ATPS4m,NaN
ATPtm,0.888419856552524
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.180059167848091
CATp,0.180059167848091
CBPS,NaN
CBPSam,0.0114089088288672
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.0464879832409247
CHSTEROLt1,0.121558090479047
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,0.260800737464292
CITtbm,0.260800737464292
CK,0.00249763548073143
CKc,0.41000911486194
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.221033840571916
CREATtmdiffir,NaN
CSm,NaN
CTPS1,0.174342237450559
CTPS2,0.174342237450559
CYOR_u10m,NaN
CYSALANaEx,NaN
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.708338739896061
CYSGLYexR,0.708338739896061
CYSO,NaN
CYSSERNaEx,NaN
CYSt4,1.41430856633668
CYStec,NaN
CYSTGL,NaN
CYSTHRNaEx,NaN
CYSTS,NaN
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,NaN
ATPM,NaN
DMGDHm,NaN
DMGtm,NaN
DNDPt11m,0.0830495967858969
DNDPt23m,0.0830495967858969
DNDPt24m,0.0830495967858969
DNDPt34m,0.0830495967858969
DNDPt35m,0.0830495967858969
DNDPt9m,0.0830495967858969
DPGase,1.1828275760918
DPGM,1.1828275760918
DRBK,NaN
DTTPtn,NaN
ECOAH12m,NaN
ECOAH1m,0.107033123365707
ECOAH9m,NaN
ENO,2.3375524538334
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
EX_akg_e,NaN
EX_ala_B_e,NaN
EX_ala_L_e,NaN
EX_arg_L_e,NaN
EX_asn_L_e,NaN
EX_asp_L_e,NaN
EX_chol_e,NaN
