Var1,pdx1057_cluster_0
2AMACHYD,0.00098479932120561
2AMADPTm,0.3127401807718
2DR1PP,NaN
2HCO3_NAt,0.00689744113883301
2OXOADOXm,0.150353867531151
2OXOADPTm,0.3127401807718
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.138887463598853
3AIBtm,0.138887463598853
3HAO,0.170206966573343
3HBCOAHLm,NaN
3HKYNAKGAT,0.0844697625576773
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.183665741314101
3SALATAi,0.177290297401884
3SALATAim,0.290532233170148
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,0.000662928254444858
5MTHFt2,0.073296962953021
AACOAT,0.0783259179671119
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.0235109346326213
ABTArm,0.138887463598853
ABUTD,0.45774065322703
ABUTt2r,0.0252561638294895
ABUTt4_2_r,0.113897799517824
ACACT10m,0.877995413016957
ACACT1r,0.351677245195919
ACACt2,0.0748746040755829
ACACt2m,0.0748746040755829
ACETONEt2,0.441870895820841
ACETONEt2m,0.0748746040755829
ACITL,0.320684581397202
ACOAD10m,0.414062476818813
ACOAD9m,0.414062476818813
ACOAHi,NaN
ACONT,0.194523865495045
ACONTm,0.71076648243567
ACS,0.194577467357608
ACSm,0.0471194911490648
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0216272382594118
ACTNMO,0.0216272382594118
ACYP,0.391185029194324
ADCim,NaN
ADEt,0.0244870754978598
ADK1,0.624012413115336
ADK1m,0.624012413115336
ADK3,NaN
ADK3m,0.927010949632884
ADMDC,0.887427391696813
ADNK1,0.519726223405016
ADPT,1.15378759188922
ADPtx,NaN
AGTim,NaN
AHC,1.15969530588244
AKGDm,0.150353867531151
AKGMALtm,0.679933363045469
AKGt4_3,0.0185800734014734
ALAASNNaEx,0.0362569240943058
ALACYSNaEx,0.239063955216934
ALAGLNexR,0.731088136017875
ALAGLNNaEx,0.0362569240943058
ALAGLYexR,0.731088136017875
ALASERNaEx,0.239063955216934
ALAt2r,0.0252561638294895
ALAt4,1.27839344897758
ALATA_L,0.144880530738912
ALATHRNaEx,0.239063955216934
ALAtN1,0.29000082688466
AMCOXO,NaN
AMETt2m,0.298736282947598
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.138887463598853
ARGLYSex,0.0485853413306764
ARGN,0.0782049339242205
ARGNm,0.0782049339242205
ARGt4,NaN
ARGtiDF,0.303813267667408
ARGtm,0.046788875189347
ASNALANaEx,0.0362569240943058
ASNCYSNaEx,0.0362569240943058
ASNGLNNaEx,0.0362569240943058
ASNS1,0.112331049558286
ASNSERNaEx,0.0362569240943058
ASNt4,1.27839344897758
ASNTHRNaEx,0.0362569240943058
ASNtN1,0.29000082688466
ASPGLUm,0.183665741314101
ASPTA,0.177290297401884
ASPTAm,0.290532233170148
ATP1ter,NaN
ATPS4m,0.150010711126965
ATPtm,2.07898130562139
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.608740976019881
CATp,0.608740976019881
CBPS,0.21665876571428
CBPSam,0.0276200459679888
CHLtm,NaN
CHOLD2m,0.0115911085448392
CHOLt4,NaN
CHOLtu,0.0406865483157367
CHSTEROLt,0.121413590687892
CHSTEROLt1,0.212516573852266
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.14907721753919
CITRtm,0.046788875189347
