Var1,PDX-3693_cluster_3
2AMACHYD,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HCO3_NAt,0.000806394178851121
2OXOADOXm,0.22340830268503
2OXOADPTm,NaN
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.20745635574975
3AIBtm,0.20745635574975
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.0768110765790453
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.0653709385569404
3SALATAi,0.0410643428259966
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACOAT,0.0132874832013432
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.20745635574975
ABUTD,NaN
ABUTt2r,0.00202975087628073
ABUTt4_2_r,NaN
ACACT10m,0.123647533458512
ACACT1r,0.0905304618027746
ACACt2,0.0114967034888916
ACACt2m,NaN
ACETONEt2,0.0288195362200542
ACETONEt2m,NaN
ACITL,0.190835116215709
ACOAD10m,0.444164370192962
ACOAD9m,0.444164370192962
ACOAHi,NaN
ACONT,0.186731856848512
ACONTm,0.186731856848512
ACS,0.0132874832013432
ACSm,NaN
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ACYP,0.288609903052348
ADCim,NaN
ADEt,0.0159495285376399
ADK1,0.0781567964424081
ADK1m,NaN
ADK3,NaN
ADK3m,NaN
ADMDC,0.268440084747311
ADNK1,0.0896366802709443
ADPT,0.129994913656898
ADPtx,NaN
AGTim,NaN
AHC,0.160302285079648
AKGDm,0.22340830268503
AKGMALtm,0.0950221053140909
AKGt4_3,0.00183605919687115
ALAASNNaEx,NaN
ALACYSNaEx,0.0320996989299651
ALAGLNexR,0.142339189897995
ALAGLNNaEx,NaN
ALAGLYexR,0.142339189897995
ALASERNaEx,0.0320996989299651
ALAt2r,0.00202975087628073
ALAt4,1.0999204676573
ALATA_L,0.0179233279357962
ALATHRNaEx,0.0320996989299651
ALAtN1,0.0776185311985259
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.20745635574975
ARGLYSex,0.0247199821228884
ARGN,NaN
ARGNm,NaN
ARGt4,NaN
ARGtiDF,0.0388251133263111
ARGtm,0.0085676437636622
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.0190403807122691
ASNSERNaEx,NaN
ASNt4,1.0999204676573
ASNTHRNaEx,NaN
ASNtN1,0.0776185311985259
ASPGLUm,0.0653709385569404
ASPTA,0.0410643428259966
ASPTAm,NaN
ATP1ter,NaN
ATPS4m,NaN
ATPtm,NaN
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.214598218194481
CATp,0.214598218194481
CBPS,NaN
CBPSam,NaN
CHLtm,NaN
CHOLD2m,0.0109010494383825
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.00847520795809168
CHSTEROLt1,0.0240173479732202
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.016357782543922
CITRtm,0.0085676437636622
CITt4_2,NaN
CITtam,0.0689026153057205
CITtbm,0.0689026153057205
CK,NaN
CKc,0.100099661621918
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0522638584176699
CREATt4_2_r,0.0614079781586216
CREATtmdiffir,NaN
CSm,0.41119479621146
CTPS1,0.229881996656356
CTPS2,0.229881996656356
CYOR_u10m,0.154176013455504
CYSALANaEx,0.0320996989299651
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.142339189897995
CYSGLYexR,0.142339189897995
CYSO,NaN
CYSSERNaEx,0.0320996989299651
CYSt4,1.0999204676573
CYStec,NaN
CYSTGL,NaN
CYSTHRNaEx,0.0320996989299651
CYSTS,NaN
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,0.0739446635148963
ATPM,NaN
DMGDHm,0.00460813919297693
DMGtm,NaN
DNDPt11m,0.0234154474978544
DNDPt23m,0.0234154474978544
DNDPt24m,0.0234154474978544
DNDPt34m,0.0234154474978544
DNDPt35m,0.0234154474978544
DNDPt9m,0.0234154474978544
DPGase,NaN
DPGM,NaN
DRBK,NaN
DTTPtn,NaN
ECOAH12m,0.123647533458512
ECOAH1m,0.123647533458512
ECOAH9m,0.123647533458512
ENO,1.75494186164571
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
EX_akg_e,NaN
EX_ala_B_e,NaN
