Var1,PDX-3686_cluster_5
2AMACHYD,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.063024930249561
2OXOADPTm,NaN
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.0844878427006981
3AIBtm,0.0844878427006981
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.149326074936173
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.0408518814227798
3SALATAi,0.336392908746546
3SALATAim,0.1565858326175
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,0.0152677879414775
AACOAT,0.138323279402473
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.149326074936173
ABTArm,0.0844878427006981
ABUTD,0.138264694538983
ABUTt2r,NaN
ABUTt4_2_r,NaN
ACACT10m,NaN
ACACT1r,0.644626407731663
ACACt2,0.0698412617499178
ACACt2m,0.0698412617499178
ACETONEt2,0.070704978027127
ACETONEt2m,0.0698412617499178
ACITL,NaN
ACOAD10m,0.118549874966795
ACOAD9m,0.118549874966795
ACOAHi,NaN
ACONT,0.0496853364462202
ACONTm,0.0496853364462202
ACS,0.138323279402473
ACSm,0.235494601591067
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ACYP,0.502927421304313
ADCim,NaN
ADEt,NaN
ADK1,0.307131832025268
ADK1m,0.279027839275924
ADK3,0.00381974056363106
ADK3m,0.538912033763799
ADMDC,0.419323185628111
ADNK1,NaN
ADPT,NaN
ADPtx,NaN
AGTim,NaN
AHC,0.330321486023339
AKGDm,0.063024930249561
AKGMALtm,0.0388175600631671
AKGt4_3,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.200904880599542
ALAGLNexR,NaN
ALAGLNNaEx,NaN
ALAGLYexR,NaN
ALASERNaEx,0.200904880599542
ALAt2r,NaN
ALAt4,0.797184062004089
ALATA_L,0.0581785821101882
ALATHRNaEx,0.200904880599542
ALAtN1,0.170782867751338
AMCOXO,NaN
AMETt2m,0.09496943842281
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0844878427006981
ARGLYSex,0.0949387416920879
ARGN,0.0919423585588282
ARGNm,0.0919423585588282
ARGt4,NaN
ARGtiDF,0.0820020548321984
ARGtm,0.0473688476464965
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,NaN
ASNSERNaEx,NaN
ASNt4,0.797184062004089
ASNTHRNaEx,NaN
ASNtN1,0.170782867751338
ASPGLUm,0.0408518814227798
ASPTA,0.336392908746546
ASPTAm,0.1565858326175
ATP1ter,NaN
ATPS4m,0.0514450624585152
ATPtm,0.495338898626241
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPS,0.0136803565377539
CBPSam,0.00322067067027092
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.00973603827032176
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.0447883947159756
CITRtm,0.0473688476464965
CITt4_2,NaN
CITtam,NaN
CITtbm,NaN
CK,0.124219566719099
CKc,0.0631832247430628
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0313980677588419
CREATt4_2_r,NaN
CREATtmdiffir,NaN
CSm,0.376547375795516
CTPS1,0.135723320597952
CTPS2,0.135723320597952
CYOR_u10m,NaN
CYSALANaEx,0.200904880599542
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,NaN
CYSGLYexR,NaN
CYSO,0.0207112854515964
CYSSERNaEx,0.200904880599542
CYSt4,0.797184062004089
CYStec,0.0336137856949459
CYSTGL,0.015028154104948
CYSTHRNaEx,0.200904880599542
CYSTS,NaN
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,0.221339140019633
ATPM,NaN
DMGDHm,NaN
DMGtm,NaN
DNDPt11m,0.0587248804894361
DNDPt23m,0.0587248804894361
DNDPt24m,0.0587248804894361
DNDPt34m,0.0587248804894361
DNDPt35m,0.0587248804894361
DNDPt9m,0.0587248804894361
DPGase,0.113375389508226
DPGM,0.113375389508226
DRBK,0.0405951799994165
DTTPtn,NaN
ECOAH12m,0.592709921435876
ECOAH1m,0.592709921435876
ECOAH9m,0.592709921435876
ENO,0.100423240390691
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
EX_akg_e,NaN
EX_ala_B_e,NaN
