Var1,PDX-3633_cluster_1
2AMACHYD,0.000867714896218823
2AMADPTm,0.333866718601331
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.0814524768745088
2OXOADPTm,0.333866718601331
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.0254428703297678
3AIBtm,0.0254428703297678
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.000903105644859196
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,NaN
3SALATAi,0.0263444211366174
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACOAT,0.0511322334996117
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.000903105644859196
ABTArm,0.0254428703297678
ABUTD,NaN
ABUTt2r,NaN
ABUTt4_2_r,NaN
ACACT10m,0.162917323426603
ACACT1r,0.145555951988594
ACACt2,0.345172327156651
ACACt2m,0.345172327156651
ACETONEt2,0.345172327156651
ACETONEt2m,0.345172327156651
ACITL,0.150047412842158
ACOAD10m,0.140819008484257
ACOAD9m,0.140819008484257
ACOAHi,NaN
ACONT,NaN
ACONTm,NaN
ACS,0.0638731636235704
ACSm,0.166552094219667
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0427403283500581
ACTNMO,0.0427403283500581
ACYP,0.157018892772769
ADCim,NaN
ADEt,0.0309974625988282
ADK1,0.0667623610720521
ADK1m,0.259542364361605
ADK3,NaN
ADK3m,NaN
ADMDC,0.326351355785428
ADNK1,NaN
ADPT,NaN
ADPtx,NaN
AGTim,NaN
AHC,0.864303601998232
AKGDm,0.0814524768745088
AKGMALtm,NaN
AKGt4_3,0.0131256573071168
ALAASNNaEx,0.18183832575384
ALACYSNaEx,0.18183832575384
ALAGLNexR,0.00252530640131969
ALAGLNNaEx,0.18183832575384
ALAGLYexR,0.00252530640131969
ALASERNaEx,0.18183832575384
ALAt2r,NaN
ALAt4,1.18245376379392
ALATA_L,0.0335773637047597
ALATHRNaEx,0.18183832575384
ALAtN1,0.0019822227999922
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0254428703297678
ARGLYSex,0.786293619137346
ARGN,0.266530594569239
ARGNm,0.266530594569239
ARGt4,NaN
ARGtiDF,0.183210249917811
ARGtm,NaN
ASNALANaEx,0.18183832575384
ASNCYSNaEx,0.18183832575384
ASNGLNNaEx,0.18183832575384
ASNS1,0.00782612446478325
ASNSERNaEx,0.18183832575384
ASNt4,1.18245376379392
ASNTHRNaEx,0.18183832575384
ASNtN1,0.0019822227999922
ASPGLUm,NaN
ASPTA,0.0263444211366174
ASPTAm,NaN
ATP1ter,NaN
ATPS4m,NaN
ATPtm,0.79749541168079
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,0.0121460292230865
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPS,0.061415066733377
CBPSam,0.0124596699179184
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.169635744161952
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.0219593607653616
CITRtm,NaN
CITt4_2,NaN
CITtam,0.225903014095247
CITtbm,0.225903014095247
CK,NaN
CKc,1.0763822779156
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.0373779354258953
CREATtmdiffir,NaN
CSm,0.193893855337062
CTPS1,NaN
CTPS2,NaN
CYOR_u10m,1.12700622507872
CYSALANaEx,0.18183832575384
CYSASNNaEx,0.18183832575384
CYSGLNNaEx,0.18183832575384
CYSGLUexR,0.0918055626344474
CYSGLYexR,0.786293619137346
CYSO,0.0537052670248319
CYSSERNaEx,0.18183832575384
CYSt4,1.18245376379392
CYStec,0.00135888428010899
CYSTGL,0.00302619952105034
