Var1,PDX-3381_cluster_1
2AMACHYD,NaN
2AMADPTm,0.0789980399148429
2DR1PP,NaN
2HCO3_NAt,0.00391175056917264
2OXOADOXm,0.0625615149654229
2OXOADPTm,0.0789980399148429
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.0495804424863309
3AIBtm,0.0495804424863309
3HAO,0.0076792557066416
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,NaN
3SALATAi,0.109706160098807
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACOAT,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0495804424863309
ABUTD,NaN
ABUTt2r,NaN
ABUTt4_2_r,NaN
ACACT10m,0.235709901570397
ACACT1r,0.423647676128894
ACACt2,0.00491343091433758
ACACt2m,NaN
ACETONEt2,0.00491343091433758
ACETONEt2m,NaN
ACITL,0.0824242253198891
ACOAD10m,0.309823264737668
ACOAD9m,0.309823264737668
ACOAHi,NaN
ACONT,0.2658057073816
ACONTm,0.0626950938638081
ACS,0.0374116803765954
ACSm,0.0579644733327715
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0103348779135986
ACTNMO,0.0103348779135986
ACYP,0.293623918338734
ADCim,NaN
ADEt,NaN
ADK1,0.0666431074770277
ADK1m,0.293581821216161
ADK3,NaN
ADK3m,NaN
ADMDC,0.266589759123128
ADNK1,NaN
ADPT,1.62310441408087
ADPtx,NaN
AGTim,NaN
AHC,NaN
AKGDm,0.0625615149654229
AKGMALtm,0.017073524013326
AKGt4_3,0.024796004201669
ALAASNNaEx,NaN
ALACYSNaEx,0.0236861554850989
ALAGLNexR,0.955950636087972
ALAGLNNaEx,NaN
ALAGLYexR,0.955950636087972
ALASERNaEx,0.0236861554850989
ALAt2r,NaN
ALAt4,0.585668382289655
ALATA_L,0.00742897626889102
ALATHRNaEx,0.0236861554850989
ALAtN1,0.107549424413318
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0495804424863309
ARGLYSex,0.0256559909047449
ARGN,0.150181956808357
ARGNm,0.150181956808357
ARGt4,NaN
ARGtiDF,0.0393413074300898
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,0.107958678779302
ASNSERNaEx,NaN
ASNt4,0.585668382289655
ASNTHRNaEx,NaN
ASNtN1,0.107549424413318
ASPGLUm,NaN
ASPTA,0.109706160098807
ASPTAm,NaN
ATP1ter,NaN
ATPS4m,NaN
ATPtm,NaN
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPS,NaN
CBPSam,NaN
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,0.0375372938510469
CHSTEROLt,0.00125757541836185
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.0678069770870292
CITRtm,NaN
CITt4_2,NaN
CITtam,NaN
CITtbm,NaN
CK,0.0133090103866861
CKc,1.10265223495662
CLFORtex,NaN
CLHCO3tex2,0.0124094400637071
CLOHtex2,0.0124094400637071
CLOXAtex2,0.0124094400637071
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,NaN
CREATt4_2_r,0.126061060233042
CREATtmdiffir,NaN
CSm,NaN
CTPS1,0.293476743924925
CTPS2,0.293476743924925
CYOR_u10m,1.370446190238
CYSALANaEx,0.0236861554850989
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,0.955950636087972
CYSGLYexR,0.955950636087972
CYSO,NaN
CYSSERNaEx,0.0236861554850989
CYSt4,0.585668382289655
CYStec,NaN
CYSTGL,0.0230651890228996
CYSTHRNaEx,0.0236861554850989
CYSTS,0.00615784840877442
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,NaN
ATPM,NaN
DMGDHm,0.00241119639181039
DMGtm,NaN
DNDPt11m,0.119745605543037
DNDPt23m,0.119745605543037
DNDPt24m,0.119745605543037
DNDPt34m,0.119745605543037
DNDPt35m,0.119745605543037
DNDPt9m,0.119745605543037
DPGase,1.06339348841678
DPGM,1.06339348841678
DRBK,0.0384447425740826
DTTPtn,NaN
ECOAH12m,NaN
ECOAH1m,NaN
ECOAH9m,NaN
ENO,2.51893618133138
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
EX_akg_e,NaN
EX_ala_B_e,NaN
EX_ala_L_e,NaN
EX_arg_L_e,NaN
EX_asn_L_e,NaN
EX_asp_L_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_cit_e,NaN
EX_co2_e,NaN
EX_creat_e,NaN
EX_for_e,NaN
EX_glc_e,NaN
EX_gln_L_e,NaN
EX_glu_L_e,NaN
EX_gly_e,NaN
EX_glyb_e,NaN
EX_gthrd_e,NaN
EX_h_e,NaN
EX_h2o_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_his_L_e,NaN
EX_hista_e,NaN
EX_ile_L_e,NaN
EX_lac_L_e,NaN
EX_leu_L_e,NaN
EX_lys_L_e,NaN
EX_met_L_e,NaN
EX_mthgxl_e,NaN
EX_nh4_e,NaN
EX_o2_e,NaN
EX_o2s_e,NaN
EX_orn_e,NaN
EX_phe_L_e,NaN
EX_pi_e,NaN
EX_pro_L_e,NaN
EX_pyr_e,NaN
EX_ser_L_e,NaN
EX_so4_e,NaN
EX_succ_e,NaN
EX_thr_L_e,NaN
EX_trp_L_e,NaN
EX_tyr_L_e,NaN
EX_urea_e,NaN
EX_val_L_e,NaN
FALDtm,NaN
FBA,0.25847238684347
FBP,NaN
FDH,0.0319740497575635
FKYNH,0.178203046719051
FORtr,NaN
FTCD,0.0010281936813365
FTHFDH,0.0319740497575635
FUM,0.262660100439783
FUMAC,NaN
FUMm,0.262660100439783
FUMSO3tm,0.017073524013326
FUMSO4tm,0.017073524013326
FUMtm,0.017073524013326
FUMTSULtm,0.017073524013326
G3PD1,NaN
G3PD2m,NaN
G5SADrm,NaN
G5SADs,NaN
G5SDym,0.0654992079773151
G6PDA,NaN
G6PDH1rer,0.057907571673722
G6PDH2r,NaN
G6PDH2rer,0.057907571673722
G6PPer,NaN
G6Pter,0.0567627010236987
GABAVESSEC,NaN
GACMTRc,NaN
GAPD,3.95778836485218
GCC2am,0.0230700415833032
GCC2bim,0.0230700415833032
GCC2cm,0.0230700415833032
GCCam,0.0230700415833032
GCCbim,0.0230700415833032
GCCcm,0.0230700415833032
GF6PTA,0.0112686203792691
GHMT2r,NaN
GHMT2rm,NaN
GK1,1.34094219567145
GLCMter,NaN
GLCt1r,0.221761898329372
GLCt2_2,NaN
GLCt4,0.12167698811904
GLCter,NaN
GLCURter,NaN
GLNALANaEx,NaN
GLNASNNaEx,NaN
GLNCYSNaEx,NaN
GLNS,0.234095718026819
GLNSERNaEx,NaN
GLNt4,0.585668382289655
GLNTHRNaEx,NaN
GLNtm,NaN
GLNtN1,0.107549424413318
GLU5Km,0.0654992079773151
GLUCYS,0.0689754137796733
GLUDC,0.000171699643354206
GLUDxm,NaN
GLUDym,NaN
GluForTx,0.0010281936813365
GLUNm,0.334117807804004
GLUPRT,NaN
GLUt2m,0.0829155763049665
GLUTCOADHm,0.0950196875423631
GLUVESSEC,0.0350605079986374
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.116872407269993
GLYATm,0.0879353934981148
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYOp,NaN
GLYt2r,NaN
GLYt4,0.585668382289655
GLYt7_211_r,NaN
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GMPS2,0.39576988374157
GND,NaN
GNDer,NaN
GNMT,0.000246968942091746
GTHO,NaN
GTHOm,NaN
GTHP,2.24452759982908
GTHPm,0.946796151425909
GTHRDt,NaN
GTHS,NaN
GULNDer,NaN
GULNter,NaN
H2CO3D,0.323182088932406
H2O2syn,0.0223851088256411
H2O2t,NaN
H2O2tm,NaN
H2O2tp,NaN
H2Ot,0.00306170239277622
H2Oter,NaN
H2Otm,NaN
H2Otp,NaN
HACD1m,NaN
HACD9m,0.0355165174970513
HCO3_CLt,0.129367623313823
HEX1,0.119869863867815
HGNTOR,NaN
HIBDm,0.158358477946261
HISD,0.0186782918103477
HISDC,NaN
HISt4,0.585668382289655
HISTAtu,0.0375372938510469
HISTAVESSEC,NaN
HIStiDF,0.000832789194057969
HIStN1,NaN
HKYNH,NaN
HMGCOASim,NaN
HMGCOAtm,NaN
HMGLm,0.126657200874487
HOMt4,0.0393413074300898
Htm,0.196767246569781
Htr,NaN
Htx,NaN
ICDHxm,NaN
ICDHy,0.124090842738309
ICDHyrm,0.449520195669988
ILEt4,NaN
ILEt5m,NaN
ILETA,0.100498575224158
ILETAm,NaN
ILEtec,0.133998596136842
IZPN,NaN
KCC2t,0.0740659086869153
KYN3OX,NaN
KYNAKGAT,NaN
KYNATESYN,NaN
LDH_L,2.51288461027776
LEUt4,0.955950636087972
LEUt5m,NaN
LEUTA,0.100498575224158
LEUTAm,NaN
LEUtec,0.133998596136842
L_LACDcm,NaN
L_LACt2r,0.124122882433071
L_LACt4r,NaN
LYSt4,0.0375372938510469
LYStiDF,0.0393413074300898
LYStm,NaN
MACACI,0.187993641833172
MALSO3tm,0.017073524013326
MALSO4tm,0.017073524013326
MALtm,0.017073524013326
MALTSULtm,0.017073524013326
MCCCrm,0.130606278421029
MDH,0.032673264209948
MDHm,NaN
ME1m,0.258469324011136
ME2,0.029792426064994
ME2m,0.258469324011136
METAT,0.652597407865174
METLEUex,0.0768445838544079
METS,0.318575531682547
METt4,0.585668382289655
METtec,0.133998596136842
MGCHrm,NaN
MGSA,NaN
MGSA2,NaN
MMEm,0.112356317667838
MMMm,0.146519805044484
MMSAD3m,0.093975448549506
MMTSADm,NaN
MTHFC,0.283674162141431
MTHFD,0.0749850864659118
