Var1,pdx184_cluster_1
2AMACHYD,0.00373720029831639
2AMADPTm,0.307042544354355
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.277512321721574
2OXOADPTm,0.307042544354355
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.354982685395852
3AIBtm,0.354982685395852
3HAO,0.189068003304155
3HBCOAHLm,NaN
3HKYNAKGAT,0.0964977775594696
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.120231468453873
3SALATAi,0.145475314582739
3SALATAim,0.316399031891604
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,0.131427327571047
AACOAT,0.122494824409082
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.354982685395852
ABUTD,0.749491455701985
ABUTt2r,0.00595344275966472
ABUTt4_2_r,0.0576556558682896
ACACT10m,0.802076324933015
ACACT1r,0.566205299156335
ACACt2,0.38627723004466
ACACt2m,0.38627723004466
ACETONEt2,0.449611450369996
ACETONEt2m,0.38627723004466
ACITL,0.418857397873862
ACOAD10m,0.477918868605214
ACOAD9m,0.477918868605214
ACOAHi,NaN
ACONT,0.424875708927241
ACONTm,0.541840456748095
ACS,0.234498608107476
ACSm,0.101811479394906
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ACYP,0.334828389929549
ADCim,NaN
ADEt,0.128503868739393
ADK1,0.669548464788831
ADK1m,0.669548464788831
ADK3,NaN
ADK3m,1.03633685054316
ADMDC,0.557740292951811
ADNK1,0.60747824383998
ADPT,1.23050810567472
ADPtx,NaN
AGTim,NaN
AHC,0.952605338058621
AKGDm,0.277512321721574
AKGMALtm,0.756969365584682
AKGt4_3,NaN
ALAASNNaEx,0.381663457856199
ALACYSNaEx,0.381663457856199
ALAGLNexR,0.778890299611723
ALAGLNNaEx,0.381663457856199
ALAGLYexR,0.778890299611723
ALASERNaEx,0.381663457856199
