Var1,PDX-3686_cluster_2
2AMACHYD,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HCO3_NAt,0.00215596056312596
2OXOADOXm,0.152239739450566
2OXOADPTm,NaN
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.056299249034956
3AIBtm,0.056299249034956
3HAO,0.00280828814987743
3HBCOAHLm,NaN
3HKYNAKGAT,0.0639256387265451
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.0644674663081628
3SALATAi,0.130336811014135
3SALATAim,0.153386326899769
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,0.00386165506249174
AACOAT,0.0336165825981613
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.0639256387265451
ABTArm,0.056299249034956
ABUTD,0.107592305800784
ABUTt2r,NaN
ABUTt4_2_r,NaN
ACACT10m,NaN
ACACT1r,0.356139191417793
ACACt2,0.0595208296569389
ACACt2m,0.0400798631780738
ACETONEt2,0.101419768834469
ACETONEt2m,0.0400798631780738
ACITL,NaN
ACOAD10m,0.0715719546541708
ACOAD9m,0.0850242664097646
ACOAHi,NaN
ACONT,0.0613650709834941
ACONTm,0.0613650709834941
ACS,0.0336165825981613
ACSm,0.279389842387733
ACt2m,NaN
ACt2r,NaN
ACTLMO,NaN
ACTNMO,NaN
ACYP,0.290996069840472
ADCim,NaN
ADEt,NaN
ADK1,0.214137766612779
ADK1m,0.268213513520879
ADK3,0.0180692314554792
ADK3m,0.71685341745615
ADMDC,0.48750694417352
ADNK1,NaN
ADPT,NaN
ADPtx,NaN
AGTim,NaN
AHC,0.241567264285383
AKGDm,0.152239739450566
AKGMALtm,0.00601588962001538
AKGt4_3,NaN
ALAASNNaEx,NaN
ALACYSNaEx,0.213849125310368
ALAGLNexR,NaN
ALAGLNNaEx,NaN
ALAGLYexR,NaN
ALASERNaEx,0.213849125310368
ALAt2r,NaN
ALAt4,0.996497620409782
ALATA_L,0.0502763535622336
ALATHRNaEx,0.213849125310368
ALAtN1,0.100944456738343
AMCOXO,NaN
AMETt2m,0.144898900369165
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.056299249034956
ARGLYSex,0.0443470699012006
ARGN,0.173822829551106
ARGNm,0.173822829551106
ARGt4,NaN
ARGtiDF,0.0599929940194711
ARGtm,0.0574631972939049
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,NaN
ASNSERNaEx,NaN
ASNt4,0.996497620409782
ASNTHRNaEx,NaN
ASNtN1,0.100944456738343
ASPGLUm,0.0644674663081628
ASPTA,0.130336811014135
ASPTAm,0.153386326899769
ATP1ter,NaN
ATPS4m,0.0897547175783083
ATPtm,0.458464522290667
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,0.00343863296946254
BETALDHxm,NaN
BHMT,NaN
CATm,NaN
CATp,NaN
CBPS,0.0606509855341748
CBPSam,0.00241223196370886
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.100763811191561
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.0124511074343132
CITRtm,0.0574631972939049
CITt4_2,NaN
CITtam,NaN
CITtbm,NaN
CK,0.177730360914261
CKc,0.0661269872697121
CLFORtex,NaN
CLHCO3tex2,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0329893189012457
CREATt4_2_r,NaN
CREATtmdiffir,NaN
CSm,0.303913704469937
CTPS1,0.0521986732652428
CTPS2,0.0521986732652428
CYOR_u10m,NaN
CYSALANaEx,0.213849125310368
CYSASNNaEx,NaN
CYSGLNNaEx,NaN
CYSGLUexR,NaN
CYSGLYexR,0.00537195179713975
CYSO,0.0191790853208358
CYSSERNaEx,0.213849125310368
CYSt4,0.996497620409782
CYStec,0.0473837369044714
CYSTGL,0.073565101421891
CYSTHRNaEx,0.213849125310368
CYSTS,NaN
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,0.328998256030433
ATPM,NaN
DMGDHm,NaN
DMGtm,NaN
DNDPt11m,0.0460096347154281
DNDPt23m,0.0460096347154281
DNDPt24m,0.0460096347154281
DNDPt34m,0.0460096347154281
DNDPt35m,0.0460096347154281
DNDPt9m,0.0460096347154281
DPGase,0.09390780999573
DPGM,0.09390780999573
DRBK,0.0777436823268002
DTTPtn,NaN
ECOAH12m,0.544737918797983
ECOAH1m,0.544737918797983
ECOAH9m,0.544737918797983
ENO,0.123598275791614
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
