Var1,PDX-3633_cluster_2
2AMACHYD,0.00566396322948012
2AMADPTm,0.194200947326185
2DR1PP,NaN
2HCO3_NAt,NaN
2OXOADOXm,0.111491162613542
2OXOADPTm,0.194200947326185
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.0258875855879689
3AIBtm,0.0258875855879689
3HAO,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,0.00172902261414988
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,NaN
3SALATAi,0.0446160789917816
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,NaN
5MTHFt2,NaN
AACOAT,0.0580834628336809
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.00172902261414988
ABTArm,0.0258875855879689
ABUTD,NaN
ABUTt2r,NaN
ABUTt4_2_r,NaN
ACACT10m,0.214850768015127
ACACT1r,0.198568631433458
ACACt2,0.265436939920553
ACACt2m,0.265436939920553
ACETONEt2,0.265436939920553
ACETONEt2m,0.265436939920553
ACITL,0.221615121255375
ACOAD10m,0.271939080631868
ACOAD9m,0.271939080631868
ACOAHi,NaN
ACONT,NaN
ACONTm,NaN
ACS,0.122712966113944
ACSm,0.220941215364093
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0329003829890015
ACTNMO,0.0329003829890015
ACYP,0.225340694688599
ADCim,NaN
ADEt,0.0677592591086233
ADK1,0.20909406600774
ADK1m,0.265508817466484
ADK3,NaN
ADK3m,NaN
ADMDC,0.285408857646822
ADNK1,NaN
ADPT,NaN
ADPtx,NaN
AGTim,NaN
AHC,1.07381900318644
AKGDm,0.111491162613542
AKGMALtm,NaN
AKGt4_3,0.00781502398154275
ALAASNNaEx,0.11621238455515
ALACYSNaEx,0.11621238455515
ALAGLNexR,0.012889003038237
ALAGLNNaEx,0.11621238455515
ALAGLYexR,0.012889003038237
ALASERNaEx,0.11621238455515
ALAt2r,NaN
ALAt4,1.1653837881305
ALATA_L,0.0449974241412499
ALATHRNaEx,0.11621238455515
ALAtN1,0.0016462802040306
AMCOXO,NaN
AMETt2m,NaN
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0258875855879689
ARGLYSex,0.765595537424087
ARGN,0.15458898016421
