Var1,PDX-3776_cluster_3
2AMACHYD,0.00787380697826544
2AMADPTm,0.161923996648855
2DR1PP,NaN
2HCO3_NAt,0.00193458640327056
2OXOADOXm,NaN
2OXOADPTm,0.161923996648855
34HPPOR,0.00101193388303121
3AIBt,NaN
3AIBTm,0.0997000546298093
3AIBtm,0.0997000546298093
3HAO,0.124462982122269
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.0438648423076504
3SALATAi,0.270223488741451
3SALATAim,NaN
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,0.00596012973950969
5MTHFt2,NaN
AACOAT,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0997000546298093
ABUTD,NaN
ABUTt2r,NaN
ABUTt4_2_r,0.000983034198482832
ACACT10m,NaN
ACACT1r,0.616725777089596
ACACt2,0.396151909728845
ACACt2m,0.396151909728845
ACETONEt2,0.396151909728845
ACETONEt2m,0.396151909728845
ACITL,NaN
ACOAD10m,NaN
ACOAD9m,NaN
ACOAHi,NaN
ACONT,0.131072343906595
ACONTm,0.131072343906595
ACS,0.0818689382738537
ACSm,NaN
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0516802847695848
ACTNMO,0.0516802847695848
ACYP,0.229071830171678
ADCim,NaN
ADEt,NaN
ADK1,0.18150594022332
ADK1m,0.26455335666736
ADK3,0.000282040176292261
ADK3m,NaN
ADMDC,0.418225207428137
ADNK1,NaN
ADPT,1.30382328960631
ADPtx,NaN
AGTim,NaN
AHC,NaN
AKGDm,NaN
AKGMALtm,NaN
AKGt4_3,0.0308991870635913
ALAASNNaEx,NaN
ALACYSNaEx,NaN
ALAGLNexR,0.821544727848636
ALAGLNNaEx,NaN
ALAGLYexR,0.821544727848636
ALASERNaEx,NaN
ALAt2r,NaN
ALAt4,1.19254420681132
ALATA_L,NaN
ALATHRNaEx,NaN
ALAtN1,0.152520679258224
AMCOXO,NaN
AMETt2m,0.198109053530627
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0997000546298093
ARGLYSex,0.0545898266550567
ARGN,0.118448114333053
ARGNm,0.118448114333053
ARGt4,NaN
ARGtiDF,0.0551433849872814
ARGtm,NaN
ASNALANaEx,NaN
ASNCYSNaEx,NaN
ASNGLNNaEx,NaN
ASNS1,NaN
ASNSERNaEx,NaN
ASNt4,1.19254420681132
ASNTHRNaEx,NaN
ASNtN1,0.152520679258224
ASPGLUm,0.0438648423076504
ASPTA,0.270223488741451
ASPTAm,NaN
ATP1ter,NaN
ATPS4m,NaN
ATPtm,1.27763501736853
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,NaN
BETALDHxm,NaN
BHMT,NaN
CATm,0.246069488384657
CATp,0.246069488384657
CBPS,NaN
CBPSam,0.00469624503619141
CHLtm,NaN
CHOLD2m,NaN
CHOLt4,NaN
CHOLtu,NaN
CHSTEROLt,0.0197025632899669
CHSTEROLt1,0.154013666117357
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,0.297538162395358
CITtbm,0.297538162395358
CK,NaN
CKc,0.240393432767855
CLFORtex,NaN
CLHCO3tex2,NaN
