Var1,pdx352_cluster_0
2AMACHYD,0.082059916111985
2AMADPTm,0.0332106454814321
2DR1PP,NaN
2HCO3_NAt,0.00131508989990016
2OXOADOXm,0.138248689089749
2OXOADPTm,0.0332106454814321
34HPPOR,NaN
3AIBt,NaN
3AIBTm,0.0321824139179898
3AIBtm,0.0321824139179898
3HAO,0.118590914246877
3HBCOAHLm,NaN
3HKYNAKGAT,0.159008601865691
3MOBt2im,NaN
3MOPt2im,NaN
3SALAASPm,0.073152588971394
3SALATAi,0.116234994267449
3SALATAim,0.216224986656455
3SPYRSP,NaN
3SPYRSPm,NaN
4ABUTtm,NaN
4MOPt2im,NaN
5MTHFt,0.00779595609606244
5MTHFt2,0.0491544419408173
AACOAT,0.170498220789406
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABTArm,0.0321824139179898
ABUTD,0.630320694625947
ABUTt2r,0.000772674122301866
ABUTt4_2_r,0.00237617536067644
ACACT10m,1.05912756943868
ACACT1r,0.363049148718026
ACACt2,0.555913756348993
ACACt2m,0.555913756348993
ACETONEt2,0.555913756348993
ACETONEt2m,0.555913756348993
ACITL,0.360975453260346
ACOAD10m,0.424333417173159
ACOAD9m,0.424333417173159
ACOAHi,0.000312715495167127
ACONT,0.474698461973618
ACONTm,0.615654245015761
ACS,0.170498220789406
ACSm,0.195555240669741
ACt2m,NaN
ACt2r,NaN
ACTLMO,0.0846592084642298
ACTNMO,0.0846592084642298
ACYP,0.480915737385524
ADCim,NaN
ADEt,0.0761827502104951
ADK1,0.708918640032239
ADK1m,0.738440105798279
ADK3,0.00334183295048978
ADK3m,1.1207703822126
ADMDC,0.799578029336317
ADNK1,0.432449432004248
ADPT,1.03643862404559
ADPtx,NaN
AGTim,NaN
AHC,0.62310857735373
AKGDm,0.138248689089749
AKGMALtm,0.600469947678393
AKGt4_3,0.00451047779223043
ALAASNNaEx,0.369224810687389
ALACYSNaEx,0.369224810687389
ALAGLNexR,0.00110562664510235
ALAGLNNaEx,0.369224810687389
ALAGLYexR,0.00110562664510235
ALASERNaEx,0.369224810687389
ALAt2r,0.000772674122301866
ALAt4,1.38596186604955
ALATA_L,0.0513791640300958
ALATHRNaEx,0.369224810687389
ALAtN1,0.506179994109944
AMCOXO,NaN
AMETt2m,0.584664726682869
AMPtp,NaN
AOBUTDsm,NaN
APAT2rm,0.0321824139179898
ARGLYSex,0.035245697684433
ARGN,1.00374927268715
ARGNm,1.00374927268715
ARGt4,NaN
ARGtiDF,0.208449516178585
ARGtm,0.0433996494021901
ASNALANaEx,0.369224810687389
ASNCYSNaEx,0.369224810687389
ASNGLNNaEx,0.369224810687389
ASNS1,0.083836210387598
ASNSERNaEx,0.369224810687389
ASNt4,1.38596186604955
ASNTHRNaEx,0.369224810687389
ASNtN1,0.506179994109944
ASPGLUm,0.073152588971394
ASPTA,0.116234994267449
ASPTAm,0.216224986656455
ATP1ter,NaN
ATPS4m,0.159997673557931
ATPtm,1.84385757588298
ATPtx,NaN
BALAtmr,NaN
BALAVECSEC,0.00881929371877285
BETALDHxm,NaN
BHMT,NaN
CATm,0.650376426290982
CATp,0.650376426290982
CBPS,0.130632083506479
CBPSam,0.00495011232846444
CHLtm,NaN
CHOLD2m,0.00387509898522636
CHOLt4,NaN
CHOLtu,0.0962610723387518
CHSTEROLt,0.248666184441574
CHSTEROLt1,0.292412409729846
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CITL,0.16638776933114
CITRtm,0.0433996494021901
CITt4_2,NaN
CITtam,0.385723812740859
CITtbm,0.385723812740859
CK,0.000397089145864303
CKc,1.48914996455029
CLFORtex,0.00303182759558291
CLHCO3tex2,0.0501026116251734
CLOHtex2,0.0501026116251734
CLOXAtex2,0.0501026116251734
CO2t,NaN
CO2ter,NaN
CO2tm,NaN
COAtm,0.0638358156666999
CREATt4_2_r,0.244789589967731
CREATtmdiffir,NaN
CSm,0.388893037233901
CTPS1,0.11736918459942
CTPS2,0.11736918459942
CYOR_u10m,0.759693501278187
CYSALANaEx,0.369224810687389
CYSASNNaEx,0.369224810687389
CYSGLNNaEx,0.369224810687389
CYSGLUexR,0.134945604609868
CYSGLYexR,0.747572359548495
CYSO,0.0552096035326592
CYSSERNaEx,0.369224810687389
CYSt4,1.38596186604955
CYStec,0.0382903166162624
CYSTGL,0.0255074293275341
CYSTHRNaEx,0.369224810687389
CYSTS,NaN
D_3AIBt,NaN
D3AIBTm,NaN
DATPtn,NaN
DCTPtn,NaN
DGTPtn,NaN
DHPR,0.425127655265428
ATPM,NaN
DMGDHm,0.00613264984874392
DMGtm,NaN
DNDPt11m,0.298861863222172
DNDPt23m,0.298861863222172
DNDPt24m,0.298861863222172
DNDPt34m,0.298861863222172
DNDPt35m,0.298861863222172
DNDPt9m,0.298861863222172
DPGase,1.23291478764446
DPGM,1.23291478764446
DRBK,0.0389484311342786
DTTPtn,NaN
ECOAH12m,1.05912756943868
ECOAH1m,1.05912756943868
ECOAH9m,1.05912756943868
ENO,1.67396416981331
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_4abut_e,NaN
EX_ac_e,NaN
EX_acac_e,NaN
EX_acetone_e,NaN
EX_ade_e,NaN
EX_akg_e,NaN
EX_ala_B_e,NaN
EX_ala_L_e,NaN
EX_arg_L_e,NaN
EX_asn_L_e,NaN
EX_asp_L_e,NaN
EX_chol_e,NaN
EX_chsterol_e,NaN
EX_cit_e,NaN
EX_co2_e,NaN
EX_creat_e,NaN
EX_for_e,NaN
EX_glc_e,NaN
EX_gln_L_e,NaN
EX_glu_L_e,NaN
EX_gly_e,NaN
EX_glyb_e,NaN
EX_gthrd_e,NaN
EX_h_e,NaN
EX_h2o_e,NaN
