Var1,PDX-352_cluster_3
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_24_25VITD3Hm,NaN
1a_25VITD2Hm,NaN
1a_25VITD3Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.0377432056591271
24_25VITD3Hm,0.0377432056591271
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin,NaN
25HVITD2tin_m,NaN
25HVITD2tm,NaN
25HVITD3t,NaN
25HVITD3tin,NaN
25HVITD3tin_m,NaN
25HVITD3tm,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,0.0360714228797044
2AMACSULT,NaN
2AMADPTm,0.0232996775915748
2DR1PP,NaN
2HBO,2.6126491829539
2HBt2,0.262835466512367
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.205184876847495
2OXOADPTm,0.0232996775915748
34DHOXPEGOX,0.00251742887297315
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,NaN
34DHPLACOX,0.000175755328396291
34DHPLACOX_NADP,NaN
34DHXMANDACOX,0.000175755328396291
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBt,NaN
3AIBTm,NaN
3AIBtm,NaN
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.89858197937742
3HAO,0.0868848817574493
3HBCDm,0.111806829000988
3HBCOAHLm,NaN
3HKYNAKGAT,0.0825293457590079
3HLYTCL,NaN
3HPCOAHYD,0.233367150070137
3HPPD,NaN
3HXKYNDCL,NaN
3HXKYNOXDA,NaN
3M4HDXPAC,0.000175755328396291
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
