Var1,pdx861_cluster_5
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_24_25VITD3Hm,NaN
1a_25VITD2Hm,NaN
1a_25VITD3Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin,NaN
25HVITD2tin_m,NaN
25HVITD2tm,NaN
25HVITD3t,NaN
25HVITD3tin,NaN
25HVITD3tin_m,NaN
25HVITD3tm,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,NaN
2AMACSULT,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HBO,2.15019942278997
2HBt2,0.0998938423610085
2HCO3_NAt,NaN
2MCITt,NaN
2OXOADOXm,0.160231548541224
2OXOADPTm,NaN
34DHOXPEGOX,0.963670753098901
34DHOXPEGt,NaN
34DHPHAMT,0.936550689707252
34DHPHEt,NaN
34DHPLACOX,NaN
34DHPLACOX_NADP,NaN
34DHXMANDACOX,NaN
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBt,NaN
3AIBTm,0.157243534633579
3AIBtm,0.157243534633579
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.38353797192311
3HAO,0.166601166253545
3HBCDm,0.113467324879905
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,NaN
3HPCOAHYD,0.60734168912898
3HPPD,NaN
3HXKYNDCL,NaN
3HXKYNOXDA,0.422879374699048
3M4HDXPAC,NaN
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,NaN
3MOX4HOXPGALDOX_NADP,NaN
