Var1,pdx1058_cluster_3
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_24_25VITD3Hm,NaN
1a_25VITD2Hm,NaN
1a_25VITD3Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.00116133446979016
24_25VITD3Hm,0.00116133446979016
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin,NaN
25HVITD2tin_m,NaN
25HVITD2tm,NaN
25HVITD3t,NaN
25HVITD3tin,NaN
25HVITD3tin_m,NaN
25HVITD3tm,NaN
25VITD2Hm,0.00625741481527698
25VITD3Hm,0.00625741481527698
2AMACHYD,NaN
2AMACSULT,0.0273364789986521
2AMADPTm,0.101887159686392
2DR1PP,NaN
2HBO,2.00879616012496
2HBt2,0.318649989854937
2HCO3_NAt,0.00582963122898262
2MCITt,NaN
2OXOADOXm,0.24063508205498
2OXOADPTm,0.101887159686392
34DHOXPEGOX,0.757930372416234
34DHOXPEGt,NaN
34DHPHAMT,0.944999793782697
34DHPHEt,0.0851809727537409
34DHPLACOX,0.0215458417413335
34DHPLACOX_NADP,0.0215458417413335
34DHXMANDACOX,0.0215458417413335
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBt,NaN
3AIBTm,0.125796645303575
3AIBtm,0.125796645303575
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.4417085908506
3HAO,0.199605435104527
3HBCDm,0.367544834860981
3HBCOAHLm,NaN
3HKYNAKGAT,0.0655086955703008
3HLYTCL,0.016106982810883
3HPCOAHYD,0.440520895822417
3HPPD,NaN
3HXKYNDCL,0.016106982810883
3HXKYNOXDA,0.0875518724779454
3M4HDXPAC,0.0215458417413335
