Var1,PDX-3686_cluster_4
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,NaN
1a_24_25VITD2Hm,NaN
1a_24_25VITD3Hm,NaN
1a_25VITD2Hm,NaN
1a_25VITD3Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,NaN
24_25VITD3Hm,NaN
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin,NaN
25HVITD2tin_m,NaN
25HVITD2tm,NaN
25HVITD3t,NaN
25HVITD3tin,NaN
25HVITD3tin_m,NaN
25HVITD3tm,NaN
25VITD2Hm,NaN
25VITD3Hm,NaN
2AMACHYD,NaN
2AMACSULT,NaN
2AMADPTm,NaN
2DR1PP,NaN
2HBO,0.264615646453314
2HBt2,0.0723568531934934
2HCO3_NAt,0.00488656623068676
2MCITt,NaN
2OXOADOXm,0.0351571038125022
2OXOADPTm,NaN
34DHOXPEGOX,NaN
34DHOXPEGt,NaN
34DHPHAMT,NaN
34DHPHEt,0.0164356162791611
34DHPLACOX,0.0178508834653003
34DHPLACOX_NADP,0.0178508834653003
34DHXMANDACOX,0.0178508834653003
34DHXMANDACOX_NADP,NaN
34HPLFM,NaN
34HPPOR,NaN
35CGMPtn,NaN
3AIBt,NaN
3AIBTm,0.00157012189588239
3AIBtm,0.00157012189588239
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,0.0806226078220593
3HAO,0.0180673056872942
3HBCDm,NaN
3HBCOAHLm,NaN
3HKYNAKGAT,NaN
3HLYTCL,0.0222893221884645
3HPCOAHYD,0.0207620900404709
3HPPD,NaN
3HXKYNDCL,0.0222893221884645
3HXKYNOXDA,NaN
3M4HDXPAC,0.0178508834653003
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
