Var1_1,Var1
2AMACHYD,0
2AMADPTm,0
2HCO3_NAt,-50.6812370778808
2OXOADOXm,0.0487715127491686
2OXOADPTm,0
34HPPOR,0
3AIBTm,0
3AIBtm,0
3HAO,-0
3HKYNAKGAT,0
3SALAASPm,-0
3SALATAi,0
3SALATAim,0
4ABUTtm,5.87036777029502e-17
4MOPt2im,18.7125491124127
5MTHFt2,-0
AACOAT,0.0759109248007479
AACTOOR,0
AACTtm,0
AASAD3m,0.0487715127491686
AATAi,0
ABTArm,5.87036777033035e-17
ABUTD,-0
ABUTt2r,-2.08184514514685
ABUTt4_2_r,2.08184514514685
ACACT10m,-0
ACACT1r,-0.0759109248007479
ACACt2,-100
ACACt2m,-97.7991883080716
ACETONEt2,-0
ACETONEt2m,0
ACITL,0.00813784713544688
ACOAD10m,-0
ACOAD9m,0
ACOAHi,0
ACONT,100
ACONTm,-0.662516511758805
ACS,0
ACSm,0
ACTLMO,-0
ACTNMO,-0
ACYP,0
ADEt,-0
ADK1,0.170446039477135
ADK1m,100
ADK3m,-100
ADMDC,0
ADNK1,0.0624925826578383
ADPT,0
AHC,0.0624925826578383
AKGDm,0
AKGMALtm,-0.513890513843975
AKGt4_3,-100
ALAASNNaEx,100
ALACYSNaEx,0
ALAGLNexR,-100
ALAGLNNaEx,0
ALAGLYexR,-100
ALASERNaEx,0
ALAt2r,-100
ALAt4,0
ALATA_L,-0.00413085823656392
ALATHRNaEx,0
ALAtN1,100
AMETt2m,-0
AOBUTDsm,0
APAT2rm,-0
ARGLYSex,0
ARGN,0
ARGNm,0
ARGtiDF,100
ARGtm,0
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASNtN1,-100
ASPGLUm,0
ASPTA,-0.00787672914300706
ASPTAm,0
ATP1ter,0.000721474266867522
ATPS4m,0
ATPtm,0
BHMT,0
CATm,0.0100906600113596
CATp,0
CBPS,0.00406746545774425
CHOLD2m,0
CHOLt4,-99.9939190834413
CHOLtu,100
CHSTEROLt,0
CHSTEROLt1,-0
CITL,2.22809265399555
CITRtm,-100
CITtam,-100
CITtbm,0
CK,-0
CKc,0
CLFORtex,0
CLHCO3tex2,0
CLOHtex2,0
CLOXAtex2,0
CO2t,0
CO2ter,-0.00541105700150642
CO2tm,-1.00779460742813
COAtm,-0.0314075793086517
CREATt4_2_r,-100
CSm,0
CTPS1,0
CTPS2,0.00171440760301796
CYOR_u10m,4.03626400454382
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSO,0
CYSSERNaEx,0
CYSt4,0
CYStec,100
CYSTGL,0.00164696721155553
CYSTHRNaEx,0
CYSTS,0.00164696721155553
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DHPR,0
DMGDHm,-0
DNDPt11m,0
DNDPt23m,0
DNDPt24m,0
DNDPt34m,0
DNDPt35m,0
DNDPt9m,0
DPGase,0
DPGM,0
DRBK,-0
DTTPtn,0.000462958660240319
ECOAH12m,0
ECOAH1m,-0.0487715127491686
ECOAH9m,-0
ENO,1.29530197761401
EX_4abut_e,0
EX_ac_e,2.22809265399557
EX_ala_L_e,-0.0137504293306603
EX_arg_L_e,-0.075197687560276
EX_asn_L_e,-0.0151136368654567
EX_asp_L_e,-0.00978149122964655
EX_chol_e,-0.00608091655867867
EX_cit_e,-0.00066542381668161
EX_co2_e,0
EX_creat_e,0.0624925826578452
EX_glc_e,-0.694558306718221
EX_gln_L_e,-0.63978624638464
EX_gly_e,-0.00311644961173343
EX_gthrd_e,-6.50102891539219e-15
EX_hco3_e,1.36247415576152
EX_his_L_e,-0.00447030420948248
EX_ile_L_e,-0.0101170489347487
EX_lac_L_e,0
EX_leu_L_e,-0.050761231401297
EX_lys_L_e,-0.069711418344568
EX_met_L_e,-0.00705839554197277
EX_mthgxl_e,-0
EX_nh4_e,1.50912657634482
EX_o2_e,-2
EX_orn_e,0
EX_phe_L_e,-0.0148226341741713
EX_pi_e,-0.0439021741839605
EX_ser_L_e,-0.114012427381968
EX_succ_e,0.462501259942877
