Var1_1,Var1
2AMADPTm,-0
2OXOADOXm,0.0487715127491562
2OXOADPTm,-0
34HPPOR,0.0333483511931281
3AIBTm,0
3AIBtm,0
3HAO,-0
3HKYNAKGAT,0
3SALAASPm,-0
3SALATAi,0
3SALATAim,0
4ABUTtm,0.86263471319766
4MOPt2im,1.05960569447452
5MTHFt2,0
AACOAT,0.0777910183410793
AASAD3m,0.0487715127491562
ABTArm,0.86263471319766
ABUTD,-0
ABUTt2r,-0
ACACT10m,-0
ACACT1r,-0.0777910183410793
ACACt2,-100
ACACt2m,-0.0444426671479512
ACETONEt2,-0
ACETONEt2m,-0
ACITL,0
ACOAD10m,-0
ACOAD9m,0
ACONT,100
ACONTm,-1.05794204070919
ACS,0.00437766005478409
ACSm,0
ACt2m,-1.09001504383451
ACYP,0
ADEt,-0
ADK1,0.115858177625931
ADK1m,1.18004455641473e-14
ADK3m,-1.18004455641473e-14
ADMDC,0
ADNK1,0.00164696721153823
ADPT,-0
AHC,0.00164696721153823
AKGMALtm,-100
ALAASNNaEx,100
ALACYSNaEx,0
ALAGLNexR,-100
ALAGLNNaEx,0
ALAGLYexR,-100
ALASERNaEx,100
ALAt2r,-100
ALAt4,0
ALATA_L,-0.00413085823656659
ALATHRNaEx,100
ALAtN1,100
AMETt2m,-0
APAT2rm,-0
ARGLYSex,0
ARGN,0.0608456154463038
ARGNm,0
ARGtiDF,100
ARGtm,0
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASNtN1,-100
ASPGLUm,0
ASPTA,-0.0078767291430428
ASPTAm,0
ATP1ter,0.000721474266867522
ATPS4m,0
ATPtm,0
CATm,0
CATp,0
CBPS,0.00406746545777397
CHOLt4,0.00608091655867867
CHSTEROLt1,-0
CITL,0
CITRtm,-100
CITtam,-100
CITtbm,0
CKc,0
CO2t,-1.28644867490002
CO2ter,-0.00144294853373504
CO2tm,0.922704308057392
COAtm,-0.0314075793086103
CREATt4_2_r,-100
CSm,0.0314075793086103
CTPS1,0.00171440760302164
CTPS2,0
CYOR_u10m,0
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSO,0
CYSSERNaEx,0
CYSt4,0
CYSTGL,0.00164696721153823
CYSTHRNaEx,0
CYSTS,0.00164696721153823
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DHPR,0.0114110132247089
DNDPt11m,0
DNDPt23m,0
DNDPt24m,0
DNDPt34m,0
DNDPt35m,0
DNDPt9m,0
DPGase,0
DPGM,0
DRBK,-0
DTTPtn,0.000462958660240319
ECOAH12m,0
ECOAH1m,-0.0487715127491563
ECOAH9m,-0
ENO,6.60161129877789
EX_4abut_e,0
EX_ac_e,1.08563738377972
EX_ala_L_e,-0.0137504293306603
EX_arg_L_e,-0.075197687560276
EX_asn_L_e,-0.0151136368654567
EX_asp_L_e,-0.00978149122964655
EX_chol_e,-0.00608091655867867
EX_cit_e,-0.00066542381668161
EX_co2_e,1.28644867490002
EX_creat_e,0.00164696721153208
EX_glc_e,-3.32302412861523
EX_gln_L_e,-0.63978624638464
EX_gly_e,0
EX_gthrd_e,5.12735887058958e-16
EX_his_L_e,-1.26253054635739
EX_ile_L_e,-0.0101170489348665
EX_lac_L_e,0
EX_leu_L_e,-0.0192929737485328
EX_lys_L_e,-0.069711418344568
EX_met_L_e,-0.00705839554182755
EX_mthgxl_e,6.59748044054134
EX_nh4_e,5.27191013331744
EX_o2_e,-0.598966751365979
EX_phe_L_e,-0.0205869380385577
EX_pi_e,-0.043902174183964
EX_ser_L_e,-0.0430059985359737
EX_succ_e,1.9530665997774
EX_thr_L_e,-0.045147630753876
EX_trp_L_e,-0.000470562060396696
EX_tyr_L_e,-0.0275840473290377
EX_urea_e,0.0608456154463038
EX_val_L_e,-0.0124698238722572
FBA,3.30709578322926
FDH,0.000721474266867522
FKYNH,-0
FORtr,-0.000721474266867522
FTCD,1.25806024214789
FTHFDH,1.27431189118322
FUM,98.9492692646171
FUMAC,0.0333483511931281
FUMm,-100
FUMSO3tm,0
FUMSO4tm,-98.9095681134203
FUMtm,100
FUMTSULtm,-100
G3PD1,-0.00989442844992873
G3PD2m,0
G5SADrm,100
G5SDym,0
G6PDA,0.616209941342226
