Var1_1,Var1
2AMADPTm,-0
2HCO3_NAt,-100
2OXOADOXm,0
2OXOADPTm,-0
3AIBTm,0
3AIBtm,0
3HAO,0
3HKYNAKGAT,0
3SALAASPm,1.23083076307953e-30
3SALATAi,0
3SALATAim,-1.23083076307953e-30
3SPYRSPm,-6.56146256630479e-31
4ABUTtm,-0.662639549831064
4MOPt2im,0
5MTHFt2,-0
AACOAT,7.19777972912456e-15
AACTOOR,1.50642627241967
AACTtm,1.50642627241967
AASAD3m,0
ABTArm,-0.662639549831064
ABUTD,-0
ABUTt2r,-100
ABUTt4_2_r,99.3373604501689
ACACT10m,-0
ACACT1r,-7.19777972912456e-15
ACACt2,-0.00072147426685226
ACACt2m,-98.4328494306106
ACETONEt2,-0
ACETONEt2m,0
ACITL,0.124500826399517
ACOAD10m,-0
ACOAD9m,0
ACONT,100
ACONTm,-0.0992353997671614
ACS,0.0354588703374118
ACSm,-0
ACTLMO,-0
ACTNMO,-0
ACYP,0
ADEt,-0
ADK1,0.0707953367789456
ADK1m,100
ADK3m,-100
ADMDC,0
ADNK1,0
ADPT,0.00164696721150205
AHC,0.00164696721150205
AKGDm,0.563281111991789
AKGMALtm,-100
AKGt4_3,-100
ALAASNNaEx,0
ALACYSNaEx,0
ALAGLNexR,-100
ALAGLNNaEx,0
ALAGLYexR,0.013750429330677
ALASERNaEx,0
ALAt2r,-100
ALAt4,0
ALATA_L,-0.00413085823659049
ALATHRNaEx,0
ALAtN1,100
AMETt2m,-0
AOBUTDsm,1.50642627241967
APAT2rm,-0
ARGLYSex,0
ARGN,0
ARGNm,0.060845615446331
ARGtiDF,100
ARGtm,0.060845615446331
ASNALANaEx,0
ASNCYSNaEx,0
ASNGLNNaEx,0
ASNS1,0
ASNSERNaEx,0
ASNt4,0
ASNTHRNaEx,0
ASNtN1,-100
ASPGLUm,0
ASPTA,-0.00787672914303043
ASPTAm,6.33283577815845e-31
ATP1ter,0.000721474266867523
ATPS4m,0
ATPtm,0
BALAVECSEC,2.03338139514613e-27
CATm,0
CATp,0
CBPS,0.00406746545776875
CBPSam,0
CHOLD2m,0
CHOLt4,-99.9939190834413
CHOLtu,100
CHSTEROLt,0
CHSTEROLt1,-0
CITL,0.0354588703374283
CITRtm,-100
CITtam,-100
CITtbm,0
CKc,0
CLFORtex,0
CLHCO3tex2,0
CLOHtex2,9.2922448325114
CLOXAtex2,0
CO2t,0
CO2ter,-0.00541105700150642
CO2tm,-2.78412894595708
COAtm,0.00268187838970307
CREATt4_2_r,-100
CSm,0.0607242969697983
CTPS1,0
CTPS2,0.00171440760302164
CYOR_u10m,0
CYSALANaEx,0
CYSASNNaEx,0
CYSGLNNaEx,0
CYSGLUexR,-100
CYSGLYexR,-100
CYSO,-3.1152729355668e-30
CYSSERNaEx,0
CYSt4,0
CYStec,100
CYSTGL,0.00164696721150205
CYSTHRNaEx,0
CYSTS,0.00164696721150205
DATPtn,0.000466212208230702
DCTPtn,0.000333913044839133
DGTPtn,0.000350039326182772
DHPR,0
DMGDHm,-0
DNDPt11m,0
DNDPt23m,0
DNDPt24m,0
DNDPt34m,0
DNDPt35m,0
DNDPt9m,0
DPGase,0
DPGM,0
DRBK,-0
DTTPtn,0.000462958660240319
ECOAH12m,0
ECOAH1m,0
ECOAH9m,-0
ENO,5.35035667026864
EX_4abut_e,0.662639549831064
EX_ala_L_e,-0.0137504293306603
EX_arg_L_e,-0.075197687560276
EX_asn_L_e,-0.0151136368654567
EX_asp_L_e,-0.00978149122964655
EX_chol_e,-0.00608091655867867
EX_cit_e,-0
EX_co2_e,0
EX_creat_e,0.00164696721149592
EX_for_e,0.00072147426686108
EX_glc_e,-3.03431949479202
EX_gln_L_e,-0.63978624638464
EX_gly_e,-0.00311644961173343
EX_gthrd_e,-0
EX_h_e,5.85619438628613
EX_h2o_e,0.198972037468876
EX_hco3_e,2.78616833703036
EX_his_L_e,-0.00447030420942019
EX_ile_L_e,-0.0101170489347118
EX_lac_L_e,3.77907524264262
EX_leu_L_e,-0.0236218193498209
EX_lys_L_e,-0.0209399055954118
EX_met_L_e,-0.00705839554173262
EX_mthgxl_e,1.50642627241967
EX_nh4_e,0.748560746711775
EX_o2_e,-2
EX_orn_e,0
EX_phe_L_e,-0.0148226341746098
EX_pi_e,-0.0439021741839318
EX_ser_L_e,-0.114012427381968
EX_thr_L_e,-0.0110581730555533
EX_trp_L_e,-0.000470562060481792
EX_urea_e,0.060845615446331
EX_val_L_e,-0.0124698238722301
FBA,3.01706844658346
FKYNH,0
FORtr,-0.000721474266867522
FTCD,-0
FUM,0.0261977052670305
FUMAC,-0
FUMm,-0.117556375891139
FUMSO3tm,-6.79256862449814e-31
FUMSO4tm,-100
FUMtm,100
FUMTSULtm,-100
G3PD1,-0.00989442844992873
G3PD2m,0
G5SADrm,0.0145873531442692
G5SDym,0
G6PDA,2.8290356330931
G6PDH1rer,-0
G6PDH2r,-100
G6PDH2rer,0.00396810846777137
G6PPer,0
G6Pter,0.00396810846777137
GABAVESSEC,0
GACMTRc,0.00164696721150205
GAPD,6.02287932830889
GCC2am,0
GCC2bim,0
GCC2cm,0
GCCam,6.02092303501515e-29
GCCbim,0
GCCcm,0
GF6PTA,2.8290356330931
GHMT2r,0.00844306312887493
GHMT2rm,0.759780735921619
GK1,0.548454587705687
GLCt1r,100
GLCt4,-96.965680505208
GLNALANaEx,0
GLNASNNaEx,0
GLNCYSNaEx,0
GLNS,3.59215269050852
GLNSERNaEx,0
GLNt4,0
GLNTHRNaEx,0
GLNtm,1.37761259115461
GLNtN1,-100
GLU5Km,0
GLUCYS,0
GLUDxm,2.30883816917343
GLUDym,-2.92667002440642
GluForTx,-0
GLUNm,1.37761259115461
GLUPRT,0.00399005223431793
GLUt2m,-1.46211890747344
GLUTCOADHm,0.0977114706277618
GLUVESSEC,-1.39870191130494e-28
GLYAMDTRc,0.00164696721150205
GLYATm,1.50642627241967
GLYt2r,97.9280726348327
GLYt4,100
GLYt7_211_r,82.9126318284008
GLYtm,-0.013135199423572
GLYVESSEC,0
GMPS2,0
GND,0
GNDer,0.00396810846777137
GTHO,0
GTHOm,0
GTHP,1.98786002223747
GTHPm,0
GTHRDt,0
GTHS,0
H2CO3D,2.93617634994565
H2O2syn,0.481433749817803
H2Ot,9.09327279504252
H2Oter,-0.00324663420090385
HACD1m,1.59978386182913e-31
HACD9m,-0
HCO3_CLt,100
HEX1,0
HIBDm,0
HISD,0
HISt4,0
HISTAtu,0
HKYNH,0
HMGCOASim,-1.35536483944749e-31
HMGCOAtm,-0.00432884560120514
HMGLm,0
HOMt4,0
Htm,0
Htr,-0.00288589706747009
ICDHxm,0
ICDHy,0
ICDHyrm,-0.0992353997671166
ILETA,0
ILETAm,-0
ILEtec,-100
KCC2t,-100
KYN3OX,0
KYNAKGAT,0
LDH_L,-3.7790752426426
LEUt4,0
LEUt5m,0.00432884560120514
LEUTA,0
LEUTAm,0.00432884560120514
LEUtec,-100
L_LACDcm,0
L_LACt2r,-3.77907524264263
LYSt4,0
