Var1,ASP14_i10_plus_midlow
10FTHF5GLUtl,NaN
10FTHF5GLUtm,NaN
10FTHF6GLUtl,NaN
10FTHF6GLUtm,NaN
10FTHF7GLUtl,NaN
10FTHF7GLUtm,NaN
10FTHFtl,NaN
10FTHFtm,NaN
11DOCRTSLtm,NaN
11DOCRTSLtr,NaN
11DOCRTSTRNtm,NaN
11DOCRTSTRNtr,NaN
13DAMPPOX,0.0141894736842105
1a_24_25VITD2Hm,NaN
1a_25VITD2Hm,NaN
1MNCAMti,NaN
1PPDCRp,NaN
24_25DHVITD2t,NaN
24_25DHVITD2tm,NaN
24_25DHVITD3t,NaN
24_25DHVITD3tm,NaN
24_25VITD2Hm,0.0187473684210526
24_25VITD3Hm,0.0187473684210526
24NPHte,NaN
25HVITD2t,NaN
25HVITD2tin_m,NaN
25HVITD3t,NaN
25HVITD3tin_m,NaN
25VITD2Hm,0.0521473684210526
25VITD3Hm,0.0521473684210526
2AMACHYD,NaN
2AMACSULT,NaN
2AMADPTm,0.227757894736842
2DR1PP,NaN
2HBO,3.15506315789474
2HBt2,2.38487368421053
2HCO3_NAt,0.0608315789473684
2MCITt,NaN
2OXOADOXm,0.451589473684211
2OXOADPTm,0.227757894736842
34DHOXPEGOX,2.49133684210526
34DHOXPEGt,NaN
34DHPHAMT,1.76632631578947
34DHPHEt,0.0977894736842105
34DHPLACOX,0.0746736842105263
34DHPLACOX_NADP,0.0314736842105263
34DHXMANDACOX,0.0746736842105263
34DHXMANDACOX_NADP,0.0314736842105263
34HPLFM,NaN
34HPPOR,0.0253473684210526
35CGMPtn,NaN
3AIBTm,0.264810526315789
3AIBtmi,0.264810526315789
3DPHBH1,NaN
3DPHBH2,NaN
3DSPHR,1.12014736842105
3HAO,NaN
3HBCDm,0.0079578947368421
3HBCOAHLm,NaN
3HKYNAKGAT,0.372273684210526
3HLYTCL,NaN
3M4HDXPAC,0.0746736842105263
3MLDAt,NaN
3MOBt2im,NaN
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0746736842105263
3MOX4HOXPGALDOX_NADP,0.0746736842105263
3MOXTYROX,0.2756
3SALAASPm,1.10985263157895
3SALACBOXL,0.351915789473684
3SALAOX,NaN
3SALATAi,1.59597894736842
